,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
10296,15-24 years,Slovakia,70596729394.0,433254,909.7,male,0.0,0,2038.0,2006
10297,25-34 years,Slovakia,70596729394.0,461745,909.7,male,0.0,0,2038.0,2006
10298,35-54 years,Slovakia,70596729394.0,767538,909.7,male,0.0,0,2038.0,2006
10299,5-14 years,Slovakia,70596729394.0,317730,909.7,male,0.0,0,2038.0,2006
10300,55-74 years,Slovakia,70596729394.0,412451,909.7,male,0.0,0,2038.0,2006
10301,75+ years,Slovakia,70596729394.0,89792,909.7,male,0.0,0,2038.0,2006
10302,15-24 years,Slovakia,86304245825.0,408500,1081.4,female,0.0,0,2038.0,2007
10303,25-34 years,Slovakia,86304245825.0,450832,1081.4,female,0.0,0,2038.0,2007
10304,35-54 years,Slovakia,86304245825.0,771963,1081.4,female,0.0,0,2038.0,2007
10305,5-14 years,Slovakia,86304245825.0,290709,1081.4,female,0.0,0,2038.0,2007
10306,55-74 years,Slovakia,86304245825.0,540800,1081.4,female,0.0,0,2038.0,2007
10307,75+ years,Slovakia,86304245825.0,184796,1081.4,female,0.0,0,2038.0,2007
10308,15-24 years,Slovakia,86304245825.0,425847,1081.4,male,0.0,0,2038.0,2007
10309,25-34 years,Slovakia,86304245825.0,468542,1081.4,male,0.0,0,2038.0,2007
10310,35-54 years,Slovakia,86304245825.0,767209,1081.4,male,0.0,0,2038.0,2007
10311,5-14 years,Slovakia,86304245825.0,305241,1081.4,male,0.0,0,2038.0,2007
10312,55-74 years,Slovakia,86304245825.0,426981,1081.4,male,0.0,0,2038.0,2007
10313,75+ years,Slovakia,86304245825.0,91240,1081.4,male,0.0,0,2038.0,2007
10314,55-74 years,Slovakia,100000000000.0,441896,1224.6,male,29.87,132,2038.0,2008
10315,75+ years,Slovakia,100000000000.0,92415,1224.6,male,29.22,27,2038.0,2008
10316,35-54 years,Slovakia,100000000000.0,769462,1224.6,male,28.59,220,2038.0,2008
10317,25-34 years,Slovakia,100000000000.0,472801,1224.6,male,18.4,87,2038.0,2008
10318,15-24 years,Slovakia,100000000000.0,417863,1224.6,male,10.05,42,2038.0,2008
10319,75+ years,Slovakia,100000000000.0,188110,1224.6,female,6.38,12,2038.0,2008
10320,35-54 years,Slovakia,100000000000.0,771992,1224.6,female,4.66,36,2038.0,2008
10321,55-74 years,Slovakia,100000000000.0,554948,1224.6,female,4.32,24,2038.0,2008
10322,15-24 years,Slovakia,100000000000.0,400609,1224.6,female,1.25,5,2038.0,2008
10323,25-34 years,Slovakia,100000000000.0,453122,1224.6,female,1.1,5,2038.0,2008
10324,5-14 years,Slovakia,100000000000.0,279860,1224.6,female,0.36,1,2038.0,2008
10325,5-14 years,Slovakia,100000000000.0,293989,1224.6,male,0.0,0,2038.0,2008
10326,75+ years,Slovakia,88945625174.0,93229,1201.1,male,37.54,35,2038.0,2009
10327,55-74 years,Slovakia,88945625174.0,457071,1201.1,male,35.22,161,2038.0,2009
10328,35-54 years,Slovakia,88945625174.0,774112,1201.1,male,31.26,242,2038.0,2009
10329,25-34 years,Slovakia,88945625174.0,473483,1201.1,male,13.73,65,2038.0,2009
10330,15-24 years,Slovakia,88945625174.0,408014,1201.1,male,9.8,40,2038.0,2009
10331,55-74 years,Slovakia,88945625174.0,569666,1201.1,female,3.86,22,2038.0,2009
10332,35-54 years,Slovakia,88945625174.0,774237,1201.1,female,2.71,21,2038.0,2009
10333,75+ years,Slovakia,88945625174.0,190507,1201.1,female,2.62,5,2038.0,2009
10334,25-34 years,Slovakia,88945625174.0,453130,1201.1,female,1.32,6,2038.0,2009
10335,15-24 years,Slovakia,88945625174.0,391007,1201.1,female,1.02,4,2038.0,2009
10336,5-14 years,Slovakia,88945625174.0,271665,1201.1,female,0.0,0,2038.0,2009
10337,5-14 years,Slovakia,88945625174.0,285623,1201.1,male,0.0,0,2038.0,2009
10338,75+ years,Slovakia,89501012916.0,94140,1203.8,male,35.05,33,2038.0,2010
10339,35-54 years,Slovakia,89501012916.0,779236,1203.8,male,30.67,239,2038.0,2010
10340,55-74 years,Slovakia,89501012916.0,472869,1203.8,male,30.66,145,2038.0,2010
10341,25-34 years,Slovakia,89501012916.0,472324,1203.8,male,16.09,76,2038.0,2010
10342,15-24 years,Slovakia,89501012916.0,395147,1203.8,male,10.63,42,2038.0,2010
10343,75+ years,Slovakia,89501012916.0,192666,1203.8,female,5.71,11,2038.0,2010
10344,35-54 years,Slovakia,89501012916.0,776865,1203.8,female,5.02,39,2038.0,2010
10345,55-74 years,Slovakia,89501012916.0,585761,1203.8,female,4.44,26,2038.0,2010
10346,15-24 years,Slovakia,89501012916.0,378865,1203.8,female,1.85,7,2038.0,2010
10347,25-34 years,Slovakia,89501012916.0,451905,1203.8,female,1.77,8,2038.0,2010
10348,5-14 years,Slovakia,89501012916.0,280990,1203.8,male,1.42,4,2038.0,2010
10349,5-14 years,Slovakia,89501012916.0,266794,1203.8,female,0.37,1,2038.0,2010
10350,75+ years,Slovakia,93413992956.0,96276,1228.6,male,34.28,33,2038.0,2012
10351,55-74 years,Slovakia,93413992956.0,507498,1228.6,male,28.37,144,2038.0,2012
10352,35-54 years,Slovakia,93413992956.0,782988,1228.6,male,26.18,205,2038.0,2012
10353,25-34 years,Slovakia,93413992956.0,454459,1228.6,male,16.28,74,2038.0,2012
10354,15-24 years,Slovakia,93413992956.0,365970,1228.6,male,11.2,41,2038.0,2012
10355,55-74 years,Slovakia,93413992956.0,617279,1228.6,female,5.02,31,2038.0,2012
10356,35-54 years,Slovakia,93413992956.0,771132,1228.6,female,3.89,30,2038.0,2012
10357,75+ years,Slovakia,93413992956.0,197258,1228.6,female,1.52,3,2038.0,2012
10358,25-34 years,Slovakia,93413992956.0,432608,1228.6,female,1.16,5,2038.0,2012
10359,15-24 years,Slovakia,93413992956.0,350538,1228.6,female,0.86,3,2038.0,2012
10360,5-14 years,Slovakia,93413992956.0,277738,1228.6,male,0.72,2,2038.0,2012
10361,5-14 years,Slovakia,93413992956.0,263178,1228.6,female,0.0,0,2038.0,2012
10362,75+ years,Slovakia,98478349315.0,97542,1296.6,male,39.98,39,2038.0,2013
10363,55-74 years,Slovakia,98478349315.0,522244,1296.6,male,32.55,170,2038.0,2013
10364,35-54 years,Slovakia,98478349315.0,789882,1296.6,male,26.08,206,2038.0,2013
10365,25-34 years,Slovakia,98478349315.0,447049,1296.6,male,17.45,78,2038.0,2013
10366,15-24 years,Slovakia,98478349315.0,354722,1296.6,male,10.99,39,2038.0,2013
10367,55-74 years,Slovakia,98478349315.0,631225,1296.6,female,4.28,27,2038.0,2013
10368,35-54 years,Slovakia,98478349315.0,775058,1296.6,female,4.13,32,2038.0,2013
10369,75+ years,Slovakia,98478349315.0,199984,1296.6,female,3.5,7,2038.0,2013
10370,15-24 years,Slovakia,98478349315.0,339096,1296.6,female,2.95,10,2038.0,2013
10371,25-34 years,Slovakia,98478349315.0,426184,1296.6,female,1.64,7,2038.0,2013
10372,5-14 years,Slovakia,98478349315.0,276853,1296.6,male,0.36,1,2038.0,2013
10373,5-14 years,Slovakia,98478349315.0,262370,1296.6,female,0.0,0,2038.0,2013
10374,75+ years,Slovakia,101000000000.0,99184,1321.0,male,41.34,41,2038.0,2014
10375,55-74 years,Slovakia,101000000000.0,535001,1321.0,male,30.47,163,2038.0,2014
10376,35-54 years,Slovakia,101000000000.0,797994,1321.0,male,22.18,177,2038.0,2014
10377,25-34 years,Slovakia,101000000000.0,439688,1321.0,male,13.65,60,2038.0,2014
10378,15-24 years,Slovakia,101000000000.0,342989,1321.0,male,8.75,30,2038.0,2014
10379,55-74 years,Slovakia,101000000000.0,642640,1321.0,female,5.29,34,2038.0,2014
10380,75+ years,Slovakia,101000000000.0,203433,1321.0,female,3.44,7,2038.0,2014
10381,25-34 years,Slovakia,101000000000.0,419408,1321.0,female,3.1,13,2038.0,2014
10382,35-54 years,Slovakia,101000000000.0,780755,1321.0,female,3.07,24,2038.0,2014
10383,15-24 years,Slovakia,101000000000.0,327505,1321.0,female,1.53,5,2038.0,2014
10384,5-14 years,Slovakia,101000000000.0,263111,1321.0,female,0.0,0,2038.0,2014
10385,5-14 years,Slovakia,101000000000.0,277978,1321.0,male,0.0,0,2038.0,2014
10386,75+ years,Slovenia,21273055398.0,25800,1076.8,male,104.65,27,1974.0,1995
10387,55-74 years,Slovenia,21273055398.0,165300,1076.8,male,76.23,126,1974.0,1995
10388,35-54 years,Slovenia,21273055398.0,287800,1076.8,male,60.46,174,1974.0,1995
10389,25-34 years,Slovenia,21273055398.0,148100,1076.8,male,36.46,54,1974.0,1995
10390,15-24 years,Slovenia,21273055398.0,151300,1076.8,male,33.71,51,1974.0,1995
10391,75+ years,Slovenia,21273055398.0,58600,1076.8,female,27.3,16,1974.0,1995
10392,55-74 years,Slovenia,21273055398.0,215700,1076.8,female,21.79,47,1974.0,1995
10393,35-54 years,Slovenia,21273055398.0,280800,1076.8,female,15.31,43,1974.0,1995
10394,25-34 years,Slovenia,21273055398.0,149200,1076.8,female,10.72,16,1974.0,1995
10395,15-24 years,Slovenia,21273055398.0,144100,1076.8,female,4.16,6,1974.0,1995
10396,5-14 years,Slovenia,21273055398.0,131800,1076.8,male,2.28,3,1974.0,1995
10397,5-14 years,Slovenia,21273055398.0,125500,1076.8,female,0.8,1,1974.0,1995
10398,75+ years,Slovenia,21480023017.0,26100,1076.8,male,114.94,30,1974.0,1996
10399,55-74 years,Slovenia,21480023017.0,165900,1076.8,male,92.83,154,1974.0,1996
10400,35-54 years,Slovenia,21480023017.0,290500,1076.8,male,61.27,178,1974.0,1996
10401,25-34 years,Slovenia,21480023017.0,151900,1076.8,male,44.77,68,1974.0,1996
10402,75+ years,Slovenia,21480023017.0,59800,1076.8,female,26.76,16,1974.0,1996
10403,55-74 years,Slovenia,21480023017.0,216400,1076.8,female,23.57,51,1974.0,1996
10404,15-24 years,Slovenia,21480023017.0,152900,1076.8,male,21.58,33,1974.0,1996
10405,35-54 years,Slovenia,21480023017.0,278800,1076.8,female,19.37,54,1974.0,1996
10406,25-34 years,Slovenia,21480023017.0,149400,1076.8,female,6.69,10,1974.0,1996
10407,15-24 years,Slovenia,21480023017.0,145000,1076.8,female,6.21,9,1974.0,1996
10408,5-14 years,Slovenia,21480023017.0,125100,1076.8,female,1.6,2,1974.0,1996
10409,5-14 years,Slovenia,21480023017.0,131300,1076.8,male,1.52,2,1974.0,1996
10410,75+ years,Slovenia,20749140606.0,26800,1076.8,male,115.67,31,1974.0,1997
10411,55-74 years,Slovenia,20749140606.0,170200,1076.8,male,81.08,138,1974.0,1997
10412,35-54 years,Slovenia,20749140606.0,290500,1076.8,male,66.09,192,1974.0,1997
10413,25-34 years,Slovenia,20749140606.0,145900,1076.8,male,47.29,69,1974.0,1997
10414,15-24 years,Slovenia,20749140606.0,151500,1076.8,male,26.4,40,1974.0,1997
10415,75+ years,Slovenia,20749140606.0,62400,1076.8,female,25.64,16,1974.0,1997
10416,35-54 years,Slovenia,20749140606.0,285000,1076.8,female,18.95,54,1974.0,1997
10417,55-74 years,Slovenia,20749140606.0,217100,1076.8,female,16.12,35,1974.0,1997
10418,25-34 years,Slovenia,20749140606.0,146300,1076.8,female,6.15,9,1974.0,1997
10419,15-24 years,Slovenia,20749140606.0,144100,1076.8,female,3.47,5,1974.0,1997
10420,5-14 years,Slovenia,20749140606.0,125000,1076.8,male,2.4,3,1974.0,1997
10421,5-14 years,Slovenia,20749140606.0,119100,1076.8,female,0.84,1,1974.0,1997
10422,75+ years,Slovenia,22125435372.0,27800,1076.8,male,104.32,29,1974.0,1998
10423,55-74 years,Slovenia,22125435372.0,172800,1076.8,male,78.7,136,1974.0,1998
10424,35-54 years,Slovenia,22125435372.0,291100,1076.8,male,68.7,200,1974.0,1998
10425,15-24 years,Slovenia,22125435372.0,150100,1076.8,male,39.31,59,1974.0,1998
10426,25-34 years,Slovenia,22125435372.0,144900,1076.8,male,33.82,49,1974.0,1998
10427,75+ years,Slovenia,22125435372.0,65300,1076.8,female,29.1,19,1974.0,1998
10428,55-74 years,Slovenia,22125435372.0,217500,1076.8,female,19.31,42,1974.0,1998
10429,35-54 years,Slovenia,22125435372.0,286600,1076.8,female,14.65,42,1974.0,1998
10430,25-34 years,Slovenia,22125435372.0,144800,1076.8,female,12.43,18,1974.0,1998
10431,15-24 years,Slovenia,22125435372.0,143000,1076.8,female,9.09,13,1974.0,1998
10432,5-14 years,Slovenia,22125435372.0,121200,1076.8,male,3.3,4,1974.0,1998
10433,5-14 years,Slovenia,22125435372.0,115200,1076.8,female,0.87,1,1974.0,1998
10434,75+ years,Slovenia,22689994990.0,28800,1076.8,male,107.64,31,1974.0,1999
10435,55-74 years,Slovenia,22689994990.0,176200,1076.8,male,76.62,135,1974.0,1999
10436,35-54 years,Slovenia,22689994990.0,293300,1076.8,male,62.73,184,1974.0,1999
10437,25-34 years,Slovenia,22689994990.0,144800,1076.8,male,44.2,64,1974.0,1999
10438,55-74 years,Slovenia,22689994990.0,218200,1076.8,female,24.75,54,1974.0,1999
10439,15-24 years,Slovenia,22689994990.0,149200,1076.8,male,23.46,35,1974.0,1999
10440,75+ years,Slovenia,22689994990.0,68600,1076.8,female,18.95,13,1974.0,1999
10441,35-54 years,Slovenia,22689994990.0,289200,1076.8,female,16.94,49,1974.0,1999
10442,25-34 years,Slovenia,22689994990.0,144100,1076.8,female,7.63,11,1974.0,1999
10443,15-24 years,Slovenia,22689994990.0,142100,1076.8,female,7.04,10,1974.0,1999
10444,5-14 years,Slovenia,22689994990.0,117800,1076.8,male,3.4,4,1974.0,1999
10445,5-14 years,Slovenia,22689994990.0,112100,1076.8,female,0.0,0,1974.0,1999
10446,75+ years,Slovenia,20342201356.0,29760,1076.8,male,120.97,36,1974.0,2000
10447,55-74 years,Slovenia,20342201356.0,176802,1076.8,male,73.53,130,1974.0,2000
10448,35-54 years,Slovenia,20342201356.0,297696,1076.8,male,60.46,180,1974.0,2000
10449,25-34 years,Slovenia,20342201356.0,144619,1076.8,male,36.65,53,1974.0,2000
10450,55-74 years,Slovenia,20342201356.0,216222,1076.8,female,29.6,64,1974.0,2000
10451,75+ years,Slovenia,20342201356.0,71649,1076.8,female,26.52,19,1974.0,2000
10452,15-24 years,Slovenia,20342201356.0,147767,1076.8,male,22.33,33,1974.0,2000
10453,35-54 years,Slovenia,20342201356.0,294792,1076.8,female,16.28,48,1974.0,2000
10454,15-24 years,Slovenia,20342201356.0,140949,1076.8,female,9.22,13,1974.0,2000
10455,25-34 years,Slovenia,20342201356.0,143055,1076.8,female,7.69,11,1974.0,2000
10456,5-14 years,Slovenia,20342201356.0,114436,1076.8,male,0.87,1,1974.0,2000
10457,5-14 years,Slovenia,20342201356.0,108736,1076.8,female,0.0,0,1974.0,2000
10458,75+ years,Slovenia,20875387068.0,31096,1076.8,male,144.71,45,1974.0,2001
10459,55-74 years,Slovenia,20875387068.0,174548,1076.8,male,76.77,134,1974.0,2001
10460,35-54 years,Slovenia,20875387068.0,311844,1076.8,male,56.76,177,1974.0,2001
10461,25-34 years,Slovenia,20875387068.0,150012,1076.8,male,43.33,65,1974.0,2001
10462,75+ years,Slovenia,20875387068.0,75594,1076.8,female,30.43,23,1974.0,2001
10463,15-24 years,Slovenia,20875387068.0,146961,1076.8,male,24.5,36,1974.0,2001
10464,55-74 years,Slovenia,20875387068.0,211919,1076.8,female,20.29,43,1974.0,2001
10465,35-54 years,Slovenia,20875387068.0,297875,1076.8,female,13.43,40,1974.0,2001
10466,15-24 years,Slovenia,20875387068.0,138713,1076.8,female,7.21,10,1974.0,2001
10467,25-34 years,Slovenia,20875387068.0,143357,1076.8,female,4.19,6,1974.0,2001
10468,5-14 years,Slovenia,20875387068.0,112524,1076.8,male,1.78,2,1974.0,2001
10469,5-14 years,Slovenia,20875387068.0,106887,1076.8,female,0.0,0,1974.0,2001
10470,75+ years,Slovenia,23563576758.0,32799,1076.8,male,106.71,35,1974.0,2002
10471,55-74 years,Slovenia,23563576758.0,178262,1076.8,male,76.29,136,1974.0,2002
10472,35-54 years,Slovenia,23563576758.0,314479,1076.8,male,60.74,191,1974.0,2002
10473,25-34 years,Slovenia,23563576758.0,150164,1076.8,male,30.63,46,1974.0,2002
10474,75+ years,Slovenia,23563576758.0,79266,1076.8,female,23.97,19,1974.0,2002
10475,15-24 years,Slovenia,23563576758.0,144651,1076.8,male,17.28,25,1974.0,2002
10476,55-74 years,Slovenia,23563576758.0,213137,1076.8,female,15.95,34,1974.0,2002
10477,35-54 years,Slovenia,23563576758.0,300471,1076.8,female,13.98,42,1974.0,2002
10478,25-34 years,Slovenia,23563576758.0,142886,1076.8,female,5.6,8,1974.0,2002
10479,15-24 years,Slovenia,23563576758.0,136783,1076.8,female,2.19,3,1974.0,2002
10480,5-14 years,Slovenia,23563576758.0,103743,1076.8,female,0.96,1,1974.0,2002
10481,5-14 years,Slovenia,23563576758.0,109483,1076.8,male,0.0,0,1974.0,2002
10482,75+ years,Slovenia,29697448108.0,34740,1383.9,male,115.14,40,1974.0,2003
10483,55-74 years,Slovenia,29697448108.0,181492,1383.9,male,73.83,134,1974.0,2003
10484,35-54 years,Slovenia,29697448108.0,315456,1383.9,male,58.33,184,1974.0,2003
10485,25-34 years,Slovenia,29697448108.0,151181,1383.9,male,30.43,46,1974.0,2003
10486,75+ years,Slovenia,29697448108.0,82323,1383.9,female,27.94,23,1974.0,2003
10487,15-24 years,Slovenia,29697448108.0,142836,1383.9,male,24.5,35,1974.0,2003
10488,55-74 years,Slovenia,29697448108.0,214044,1383.9,female,21.96,47,1974.0,2003
10489,35-54 years,Slovenia,29697448108.0,302356,1383.9,female,11.91,36,1974.0,2003
10490,15-24 years,Slovenia,29697448108.0,135063,1383.9,female,6.66,9,1974.0,2003
10491,25-34 years,Slovenia,29697448108.0,142434,1383.9,female,4.91,7,1974.0,2003
10492,5-14 years,Slovenia,29697448108.0,105663,1383.9,male,0.95,1,1974.0,2003
10493,5-14 years,Slovenia,29697448108.0,100001,1383.9,female,0.0,0,1974.0,2003
10494,55-74 years,Slovenia,34470227454.0,184906,1644.6,male,64.36,119,1974.0,2004
10495,75+ years,Slovenia,34470227454.0,36793,1644.6,male,51.64,19,1974.0,2004
10496,35-54 years,Slovenia,34470227454.0,315288,1644.6,male,51.38,162,1974.0,2004
10497,75+ years,Slovenia,34470227454.0,85655,1644.6,female,26.85,23,1974.0,2004
10498,25-34 years,Slovenia,34470227454.0,152360,1644.6,male,24.94,38,1974.0,2004
10499,55-74 years,Slovenia,34470227454.0,215493,1644.6,female,23.2,50,1974.0,2004
10500,15-24 years,Slovenia,34470227454.0,139197,1644.6,male,21.55,30,1974.0,2004
10501,35-54 years,Slovenia,34470227454.0,302844,1644.6,female,15.19,46,1974.0,2004
10502,15-24 years,Slovenia,34470227454.0,132163,1644.6,female,9.08,12,1974.0,2004
10503,25-34 years,Slovenia,34470227454.0,143419,1644.6,female,6.28,9,1974.0,2004
10504,5-14 years,Slovenia,34470227454.0,97051,1644.6,female,2.06,2,1974.0,2004
10505,5-14 years,Slovenia,34470227454.0,102693,1644.6,male,1.95,2,1974.0,2004
10506,75+ years,Slovenia,36346974008.0,39044,1744.6,male,110.13,43,1974.0,2005
10507,55-74 years,Slovenia,36346974008.0,189607,1744.6,male,56.96,108,1974.0,2005
10508,35-54 years,Slovenia,36346974008.0,314730,1744.6,male,48.3,152,1974.0,2005
10509,25-34 years,Slovenia,36346974008.0,154354,1744.6,male,38.22,59,1974.0,2005
10510,15-24 years,Slovenia,36346974008.0,135934,1744.6,male,21.33,29,1974.0,2005
10511,75+ years,Slovenia,36346974008.0,88774,1744.6,female,20.28,18,1974.0,2005
10512,55-74 years,Slovenia,36346974008.0,217991,1744.6,female,20.18,44,1974.0,2005
10513,35-54 years,Slovenia,36346974008.0,302228,1744.6,female,12.24,37,1974.0,2005
10514,25-34 years,Slovenia,36346974008.0,144701,1744.6,female,4.84,7,1974.0,2005
10515,15-24 years,Slovenia,36346974008.0,128929,1744.6,female,3.88,5,1974.0,2005
10516,5-14 years,Slovenia,36346974008.0,94970,1744.6,female,1.05,1,1974.0,2005
10517,5-14 years,Slovenia,36346974008.0,100555,1744.6,male,0.0,0,1974.0,2005
10518,75+ years,Slovenia,39587732029.0,41789,1860.5,male,114.86,48,1974.0,2006
10519,55-74 years,Slovenia,39587732029.0,194970,1860.5,male,72.83,142,1974.0,2006
10520,35-54 years,Slovenia,39587732029.0,313755,1860.5,male,50.68,159,1974.0,2006
10521,25-34 years,Slovenia,39587732029.0,157003,1860.5,male,28.66,45,1974.0,2006
10522,75+ years,Slovenia,39587732029.0,92452,1860.5,female,22.71,21,1974.0,2006
10523,55-74 years,Slovenia,39587732029.0,220693,1860.5,female,20.39,45,1974.0,2006
10524,15-24 years,Slovenia,39587732029.0,133542,1860.5,male,15.73,21,1974.0,2006
10525,35-54 years,Slovenia,39587732029.0,301024,1860.5,female,10.96,33,1974.0,2006
10526,15-24 years,Slovenia,39587732029.0,125724,1860.5,female,5.57,7,1974.0,2006
10527,25-34 years,Slovenia,39587732029.0,146103,1860.5,female,5.48,8,1974.0,2006
10528,5-14 years,Slovenia,39587732029.0,92937,1860.5,female,0.0,0,1974.0,2006
10529,5-14 years,Slovenia,39587732029.0,98578,1860.5,male,0.0,0,1974.0,2006
10530,75+ years,Slovenia,48114688201.0,44241,2160.4,male,101.72,45,1974.0,2007
10531,55-74 years,Slovenia,48114688201.0,199979,2160.4,male,56.01,112,1974.0,2007
10532,35-54 years,Slovenia,48114688201.0,315897,2160.4,male,38.3,121,1974.0,2007
10533,25-34 years,Slovenia,48114688201.0,159609,2160.4,male,26.31,42,1974.0,2007
10534,75+ years,Slovenia,48114688201.0,95826,2160.4,female,21.91,21,1974.0,2007
10535,55-74 years,Slovenia,48114688201.0,223540,2160.4,female,13.87,31,1974.0,2007
10536,15-24 years,Slovenia,48114688201.0,130849,2160.4,male,11.46,15,1974.0,2007
10537,35-54 years,Slovenia,48114688201.0,300437,2160.4,female,10.65,32,1974.0,2007
10538,15-24 years,Slovenia,48114688201.0,121715,2160.4,female,5.75,7,1974.0,2007
10539,25-34 years,Slovenia,48114688201.0,146261,2160.4,female,5.47,8,1974.0,2007
10540,5-14 years,Slovenia,48114688201.0,91679,2160.4,female,0.0,0,1974.0,2007
10541,5-14 years,Slovenia,48114688201.0,97299,2160.4,male,0.0,0,1974.0,2007
10542,75+ years,Slovenia,55589849128.0,46547,2485.2,male,88.08,41,1974.0,2008
10543,55-74 years,Slovenia,55589849128.0,206257,2485.2,male,46.54,96,1974.0,2008
10544,35-54 years,Slovenia,55589849128.0,319105,2485.2,male,38.86,124,1974.0,2008
10545,15-24 years,Slovenia,55589849128.0,131046,2485.2,male,21.37,28,1974.0,2008
10546,25-34 years,Slovenia,55589849128.0,164191,2485.2,male,21.32,35,1974.0,2008
10547,75+ years,Slovenia,55589849128.0,99156,2485.2,female,17.14,17,1974.0,2008
10548,55-74 years,Slovenia,55589849128.0,226771,2485.2,female,14.11,32,1974.0,2008
10549,35-54 years,Slovenia,55589849128.0,299486,2485.2,female,8.35,25,1974.0,2008
10550,25-34 years,Slovenia,55589849128.0,146036,2485.2,female,4.79,7,1974.0,2008
10551,15-24 years,Slovenia,55589849128.0,118493,2485.2,female,2.53,3,1974.0,2008
10552,5-14 years,Slovenia,55589849128.0,90499,2485.2,female,0.0,0,1974.0,2008
10553,5-14 years,Slovenia,55589849128.0,96171,2485.2,male,0.0,0,1974.0,2008
10554,75+ years,Slovenia,50244793832.0,48622,2400.0,male,78.15,38,1974.0,2009
10555,55-74 years,Slovenia,50244793832.0,211765,2400.0,male,55.25,117,1974.0,2009
10556,35-54 years,Slovenia,50244793832.0,316752,2400.0,male,42.3,134,1974.0,2009
10557,25-34 years,Slovenia,50244793832.0,162292,2400.0,male,26.5,43,1974.0,2009
10558,75+ years,Slovenia,50244793832.0,101714,2400.0,female,20.65,21,1974.0,2009
10559,55-74 years,Slovenia,50244793832.0,230162,2400.0,female,16.51,38,1974.0,2009
10560,15-24 years,Slovenia,50244793832.0,125503,2400.0,male,14.34,18,1974.0,2009
10561,35-54 years,Slovenia,50244793832.0,298902,2400.0,female,11.04,33,1974.0,2009
10562,15-24 years,Slovenia,50244793832.0,115384,2400.0,female,2.6,3,1974.0,2009
10563,25-34 years,Slovenia,50244793832.0,145730,2400.0,female,1.37,2,1974.0,2009
10564,5-14 years,Slovenia,50244793832.0,89801,2400.0,female,0.0,0,1974.0,2009
10565,5-14 years,Slovenia,50244793832.0,95410,2400.0,male,0.0,0,1974.0,2009
10566,75+ years,Slovenia,48013606745.0,50887,2385.3,male,96.29,49,1974.0,2010
10567,55-74 years,Slovenia,48013606745.0,217743,2385.3,male,49.14,107,1974.0,2010
10568,35-54 years,Slovenia,48013606745.0,315209,2385.3,male,38.39,121,1974.0,2010
10569,15-24 years,Slovenia,48013606745.0,121143,2385.3,male,20.64,25,1974.0,2010
10570,25-34 years,Slovenia,48013606745.0,161002,2385.3,male,19.88,32,1974.0,2010
10571,55-74 years,Slovenia,48013606745.0,234322,2385.3,female,14.94,35,1974.0,2010
10572,75+ years,Slovenia,48013606745.0,104453,2385.3,female,11.49,12,1974.0,2010
10573,35-54 years,Slovenia,48013606745.0,297867,2385.3,female,8.39,25,1974.0,2010
10574,25-34 years,Slovenia,48013606745.0,145274,2385.3,female,3.44,5,1974.0,2010
10575,5-14 years,Slovenia,48013606745.0,95051,2385.3,male,2.1,2,1974.0,2010
10576,15-24 years,Slovenia,48013606745.0,112313,2385.3,female,0.89,1,1974.0,2010
10577,5-14 years,Slovenia,48013606745.0,89510,2385.3,female,0.0,0,1974.0,2010
10578,75+ years,Slovenia,51290792018.0,53258,2537.9,male,105.15,56,1974.0,2011
10579,55-74 years,Slovenia,51290792018.0,222946,2537.9,male,59.21,132,1974.0,2011
10580,35-54 years,Slovenia,51290792018.0,314052,2537.9,male,35.66,112,1974.0,2011
10581,75+ years,Slovenia,51290792018.0,106590,2537.9,female,18.76,20,1974.0,2011
10582,15-24 years,Slovenia,51290792018.0,117052,2537.9,male,17.94,21,1974.0,2011
10583,25-34 years,Slovenia,51290792018.0,157791,2537.9,male,16.48,26,1974.0,2011
10584,55-74 years,Slovenia,51290792018.0,238651,2537.9,female,12.57,30,1974.0,2011
10585,35-54 years,Slovenia,51290792018.0,297513,2537.9,female,10.08,30,1974.0,2011
10586,25-34 years,Slovenia,51290792018.0,142978,2537.9,female,4.9,7,1974.0,2011
10587,15-24 years,Slovenia,51290792018.0,109517,2537.9,female,0.91,1,1974.0,2011
10588,5-14 years,Slovenia,51290792018.0,89373,2537.9,female,0.0,0,1974.0,2011
10589,5-14 years,Slovenia,51290792018.0,94840,2537.9,male,0.0,0,1974.0,2011
10590,75+ years,Slovenia,46352802766.0,55583,2307.1,male,107.95,60,1974.0,2012
10591,55-74 years,Slovenia,46352802766.0,227915,2307.1,male,51.77,118,1974.0,2012
10592,35-54 years,Slovenia,46352802766.0,313295,2307.1,male,42.77,134,1974.0,2012
10593,25-34 years,Slovenia,46352802766.0,155339,2307.1,male,18.03,28,1974.0,2012
10594,15-24 years,Slovenia,46352802766.0,113220,2307.1,male,17.66,20,1974.0,2012
10595,55-74 years,Slovenia,46352802766.0,242411,2307.1,female,15.68,38,1974.0,2012
10596,75+ years,Slovenia,46352802766.0,108527,2307.1,female,11.06,12,1974.0,2012
10597,35-54 years,Slovenia,46352802766.0,296768,2307.1,female,6.4,19,1974.0,2012
10598,25-34 years,Slovenia,46352802766.0,141197,2307.1,female,6.37,9,1974.0,2012
10599,5-14 years,Slovenia,46352802766.0,89873,2307.1,female,1.11,1,1974.0,2012
