,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
7175,5-14 years,Kazakhstan,208000000000.0,1198748,679.1,female,0.58,7,2431.5,2012
7176,75+ years,Kazakhstan,237000000000.0,140008,717.4,male,55.71,78,2431.5,2013
7177,35-54 years,Kazakhstan,237000000000.0,2098964,717.4,male,54.41,1142,2431.5,2013
7178,25-34 years,Kazakhstan,237000000000.0,1425587,717.4,male,51.42,733,2431.5,2013
7179,55-74 years,Kazakhstan,237000000000.0,878598,717.4,male,44.73,393,2431.5,2013
7180,15-24 years,Kazakhstan,237000000000.0,1429864,717.4,male,31.4,449,2431.5,2013
7181,75+ years,Kazakhstan,237000000000.0,307080,717.4,female,15.63,48,2431.5,2013
7182,15-24 years,Kazakhstan,237000000000.0,1405609,717.4,female,12.95,182,2431.5,2013
7183,25-34 years,Kazakhstan,237000000000.0,1451026,717.4,female,9.37,136,2431.5,2013
7184,35-54 years,Kazakhstan,237000000000.0,2289754,717.4,female,8.43,193,2431.5,2013
7185,55-74 years,Kazakhstan,237000000000.0,1228388,717.4,female,7.25,89,2431.5,2013
7186,5-14 years,Kazakhstan,237000000000.0,1313549,717.4,male,3.2,42,2431.5,2013
7187,5-14 years,Kazakhstan,237000000000.0,1246955,717.4,female,2.17,27,2431.5,2013
7188,35-54 years,Kazakhstan,221000000000.0,2116035,675.4,male,51.13,1082,2431.5,2014
7189,75+ years,Kazakhstan,221000000000.0,148578,675.4,male,47.11,70,2431.5,2014
7190,25-34 years,Kazakhstan,221000000000.0,1462224,675.4,male,45.62,667,2431.5,2014
7191,55-74 years,Kazakhstan,221000000000.0,911127,675.4,male,37.65,343,2431.5,2014
7192,15-24 years,Kazakhstan,221000000000.0,1377269,675.4,male,25.85,356,2431.5,2014
7193,75+ years,Kazakhstan,221000000000.0,325593,675.4,female,14.44,47,2431.5,2014
7194,15-24 years,Kazakhstan,221000000000.0,1344351,675.4,female,9.82,132,2431.5,2014
7195,25-34 years,Kazakhstan,221000000000.0,1490998,675.4,female,8.45,126,2431.5,2014
7196,35-54 years,Kazakhstan,221000000000.0,2303567,675.4,female,7.42,171,2431.5,2014
7197,55-74 years,Kazakhstan,221000000000.0,1263876,675.4,female,5.46,69,2431.5,2014
7198,5-14 years,Kazakhstan,221000000000.0,1377917,675.4,male,2.76,38,2431.5,2014
7199,5-14 years,Kazakhstan,221000000000.0,1307309,675.4,female,1.38,18,2431.5,2014
7200,75+ years,Kazakhstan,184000000000.0,156393,568.4,male,46.04,72,2431.5,2015
7201,35-54 years,Kazakhstan,184000000000.0,2130654,568.4,male,45.15,962,2431.5,2015
7202,25-34 years,Kazakhstan,184000000000.0,1492576,568.4,male,40.4,603,2431.5,2015
7203,55-74 years,Kazakhstan,184000000000.0,951365,568.4,male,38.16,363,2431.5,2015
7204,15-24 years,Kazakhstan,184000000000.0,1326082,568.4,male,23.53,312,2431.5,2015
7205,75+ years,Kazakhstan,184000000000.0,343577,568.4,female,12.22,42,2431.5,2015
7206,15-24 years,Kazakhstan,184000000000.0,1285407,568.4,female,9.88,127,2431.5,2015
7207,35-54 years,Kazakhstan,184000000000.0,2313458,568.4,female,7.56,175,2431.5,2015
7208,25-34 years,Kazakhstan,184000000000.0,1524321,568.4,female,7.09,108,2431.5,2015
7209,55-74 years,Kazakhstan,184000000000.0,1306669,568.4,female,4.97,65,2431.5,2015
7210,5-14 years,Kazakhstan,184000000000.0,1445862,568.4,male,2.07,30,2431.5,2015
7211,5-14 years,Kazakhstan,184000000000.0,1370388,568.4,female,0.95,13,2431.5,2015
7212,55-74 years,Latvia,5788368511.0,203600,435.4,male,117.39,239,1754.0,1995
7213,35-54 years,Latvia,5788368511.0,311700,435.4,male,108.76,339,1754.0,1995
7214,75+ years,Latvia,5788368511.0,31100,435.4,male,106.11,33,1754.0,1995
7215,25-34 years,Latvia,5788368511.0,183200,435.4,male,79.69,146,1754.0,1995
7216,75+ years,Latvia,5788368511.0,88400,435.4,female,38.46,34,1754.0,1995
7217,15-24 years,Latvia,5788368511.0,171900,435.4,male,37.81,65,1754.0,1995
7218,35-54 years,Latvia,5788368511.0,346900,435.4,female,23.35,81,1754.0,1995
7219,55-74 years,Latvia,5788368511.0,317700,435.4,female,19.2,61,1754.0,1995
7220,25-34 years,Latvia,5788368511.0,178000,435.4,female,6.74,12,1754.0,1995
7221,15-24 years,Latvia,5788368511.0,166300,435.4,female,6.01,10,1754.0,1995
7222,5-14 years,Latvia,5788368511.0,191800,435.4,male,1.56,3,1754.0,1995
7223,5-14 years,Latvia,5788368511.0,184100,435.4,female,0.54,1,1754.0,1995
7224,55-74 years,Latvia,5970044666.0,205100,435.4,male,106.78,219,1754.0,1996
7225,75+ years,Latvia,5970044666.0,30700,435.4,male,100.98,31,1754.0,1996
7226,35-54 years,Latvia,5970044666.0,310400,435.4,male,98.26,305,1754.0,1996
7227,25-34 years,Latvia,5970044666.0,181700,435.4,male,63.84,116,1754.0,1996
7228,15-24 years,Latvia,5970044666.0,169500,435.4,male,38.94,66,1754.0,1996
7229,75+ years,Latvia,5970044666.0,88100,435.4,female,27.24,24,1754.0,1996
7230,35-54 years,Latvia,5970044666.0,345200,435.4,female,20.86,72,1754.0,1996
7231,55-74 years,Latvia,5970044666.0,319600,435.4,female,19.09,61,1754.0,1996
7232,25-34 years,Latvia,5970044666.0,175500,435.4,female,10.26,18,1754.0,1996
7233,15-24 years,Latvia,5970044666.0,164100,435.4,female,3.66,6,1754.0,1996
7234,5-14 years,Latvia,5970044666.0,190700,435.4,male,2.1,4,1754.0,1996
7235,5-14 years,Latvia,5970044666.0,182800,435.4,female,0.0,0,1754.0,1996
7236,75+ years,Latvia,6525676264.0,30900,435.4,male,113.27,35,1754.0,1997
7237,55-74 years,Latvia,6525676264.0,206400,435.4,male,97.38,201,1754.0,1997
7238,35-54 years,Latvia,6525676264.0,310700,435.4,male,94.95,295,1754.0,1997
7239,25-34 years,Latvia,6525676264.0,180100,435.4,male,59.97,108,1754.0,1997
7240,15-24 years,Latvia,6525676264.0,168500,435.4,male,38.58,65,1754.0,1997
7241,75+ years,Latvia,6525676264.0,89500,435.4,female,33.52,30,1754.0,1997
7242,55-74 years,Latvia,6525676264.0,320000,435.4,female,19.69,63,1754.0,1997
7243,35-54 years,Latvia,6525676264.0,344200,435.4,female,16.56,57,1754.0,1997
7244,25-34 years,Latvia,6525676264.0,172900,435.4,female,10.41,18,1754.0,1997
7245,15-24 years,Latvia,6525676264.0,163400,435.4,female,5.51,9,1754.0,1997
7246,5-14 years,Latvia,6525676264.0,180100,435.4,female,1.67,3,1754.0,1997
7247,5-14 years,Latvia,6525676264.0,188000,435.4,male,1.06,2,1754.0,1997
7248,35-54 years,Latvia,7174985107.0,312200,435.4,male,98.98,309,1754.0,1998
7249,75+ years,Latvia,7174985107.0,31100,435.4,male,86.82,27,1754.0,1998
7250,55-74 years,Latvia,7174985107.0,206400,435.4,male,84.3,174,1754.0,1998
7251,25-34 years,Latvia,7174985107.0,178200,435.4,male,58.92,105,1754.0,1998
7252,15-24 years,Latvia,7174985107.0,169800,435.4,male,34.16,58,1754.0,1998
7253,75+ years,Latvia,7174985107.0,91900,435.4,female,26.12,24,1754.0,1998
7254,35-54 years,Latvia,7174985107.0,344600,435.4,female,17.7,61,1754.0,1998
7255,55-74 years,Latvia,7174985107.0,317300,435.4,female,14.81,47,1754.0,1998
7256,15-24 years,Latvia,7174985107.0,165000,435.4,female,8.48,14,1754.0,1998
7257,25-34 years,Latvia,7174985107.0,169800,435.4,female,8.24,14,1754.0,1998
7258,5-14 years,Latvia,7174985107.0,182700,435.4,male,2.74,5,1754.0,1998
7259,5-14 years,Latvia,7174985107.0,175100,435.4,female,0.57,1,1754.0,1998
7260,75+ years,Latvia,7533187605.0,31600,435.4,male,98.1,31,1754.0,1999
7261,55-74 years,Latvia,7533187605.0,205100,435.4,male,83.86,172,1754.0,1999
7262,35-54 years,Latvia,7533187605.0,314600,435.4,male,81.06,255,1754.0,1999
7263,25-34 years,Latvia,7533187605.0,176600,435.4,male,53.23,94,1754.0,1999
7264,75+ years,Latvia,7533187605.0,94900,435.4,female,30.56,29,1754.0,1999
7265,15-24 years,Latvia,7533187605.0,172300,435.4,male,23.22,40,1754.0,1999
7266,55-74 years,Latvia,7533187605.0,313200,435.4,female,17.88,56,1754.0,1999
7267,35-54 years,Latvia,7533187605.0,346100,435.4,female,17.62,61,1754.0,1999
7268,15-24 years,Latvia,7533187605.0,167800,435.4,female,7.75,13,1754.0,1999
7269,25-34 years,Latvia,7533187605.0,167600,435.4,female,6.56,11,1754.0,1999
7270,5-14 years,Latvia,7533187605.0,175500,435.4,male,0.57,1,1754.0,1999
7271,5-14 years,Latvia,7533187605.0,168100,435.4,female,0.0,0,1754.0,1999
7272,75+ years,Latvia,7937758980.0,31135,435.4,male,118.84,37,1754.0,2000
7273,35-54 years,Latvia,7937758980.0,306512,435.4,male,86.46,265,1754.0,2000
7274,55-74 years,Latvia,7937758980.0,203290,435.4,male,86.08,175,1754.0,2000
7275,25-34 years,Latvia,7937758980.0,161888,435.4,male,51.27,83,1754.0,2000
7276,75+ years,Latvia,7937758980.0,97263,435.4,female,31.87,31,1754.0,2000
7277,15-24 years,Latvia,7937758980.0,173170,435.4,male,30.61,53,1754.0,2000
7278,55-74 years,Latvia,7937758980.0,307216,435.4,female,18.88,58,1754.0,2000
7279,35-54 years,Latvia,7937758980.0,339942,435.4,female,11.47,39,1754.0,2000
7280,25-34 years,Latvia,7937758980.0,161770,435.4,female,9.27,15,1754.0,2000
7281,15-24 years,Latvia,7937758980.0,166955,435.4,female,4.79,8,1754.0,2000
7282,5-14 years,Latvia,7937758980.0,164874,435.4,male,3.03,5,1754.0,2000
7283,5-14 years,Latvia,7937758980.0,158092,435.4,female,0.63,1,1754.0,2000
7284,55-74 years,Latvia,8350252966.0,199825,435.4,male,82.57,165,1754.0,2001
7285,35-54 years,Latvia,8350252966.0,305252,435.4,male,82.55,252,1754.0,2001
7286,75+ years,Latvia,8350252966.0,31641,435.4,male,69.53,22,1754.0,2001
7287,25-34 years,Latvia,8350252966.0,160466,435.4,male,52.97,85,1754.0,2001
7288,75+ years,Latvia,8350252966.0,100320,435.4,female,28.91,29,1754.0,2001
7289,15-24 years,Latvia,8350252966.0,173897,435.4,male,25.3,44,1754.0,2001
7290,55-74 years,Latvia,8350252966.0,300986,435.4,female,15.62,47,1754.0,2001
7291,35-54 years,Latvia,8350252966.0,338359,435.4,female,12.41,42,1754.0,2001
7292,25-34 years,Latvia,8350252966.0,160340,435.4,female,8.11,13,1754.0,2001
7293,15-24 years,Latvia,8350252966.0,167768,435.4,female,3.58,6,1754.0,2001
7294,5-14 years,Latvia,8350252966.0,154873,435.4,male,1.94,3,1754.0,2001
7295,5-14 years,Latvia,8350252966.0,148500,435.4,female,0.0,0,1754.0,2001
7296,35-54 years,Latvia,9546441564.0,303155,435.4,male,75.54,229,1754.0,2002
7297,75+ years,Latvia,9546441564.0,33070,435.4,male,72.57,24,1754.0,2002
7298,55-74 years,Latvia,9546441564.0,196893,435.4,male,71.1,140,1754.0,2002
7299,25-34 years,Latvia,9546441564.0,158594,435.4,male,44.77,71,1754.0,2002
7300,15-24 years,Latvia,9546441564.0,175356,435.4,male,30.22,53,1754.0,2002
7301,75+ years,Latvia,9546441564.0,103384,435.4,female,25.15,26,1754.0,2002
7302,55-74 years,Latvia,9546441564.0,296380,435.4,female,19.91,59,1754.0,2002
7303,35-54 years,Latvia,9546441564.0,336675,435.4,female,12.77,43,1754.0,2002
7304,25-34 years,Latvia,9546441564.0,158474,435.4,female,8.83,14,1754.0,2002
7305,15-24 years,Latvia,9546441564.0,169582,435.4,female,4.13,7,1754.0,2002
7306,5-14 years,Latvia,9546441564.0,144604,435.4,male,2.77,4,1754.0,2002
7307,5-14 years,Latvia,9546441564.0,138317,435.4,female,0.0,0,1754.0,2002
7308,75+ years,Latvia,11748433157.0,35172,435.4,male,96.67,34,1754.0,2003
7309,35-54 years,Latvia,11748433157.0,300736,435.4,male,67.83,204,1754.0,2003
7310,55-74 years,Latvia,11748433157.0,194721,435.4,male,64.19,125,1754.0,2003
7311,25-34 years,Latvia,11748433157.0,157209,435.4,male,45.8,72,1754.0,2003
7312,15-24 years,Latvia,11748433157.0,177321,435.4,male,24.81,44,1754.0,2003
7313,75+ years,Latvia,11748433157.0,106496,435.4,female,20.66,22,1754.0,2003
7314,55-74 years,Latvia,11748433157.0,292959,435.4,female,14.0,41,1754.0,2003
7315,35-54 years,Latvia,11748433157.0,334360,435.4,female,10.47,35,1754.0,2003
7316,25-34 years,Latvia,11748433157.0,156812,435.4,female,8.93,14,1754.0,2003
7317,15-24 years,Latvia,11748433157.0,171186,435.4,female,5.26,9,1754.0,2003
7318,5-14 years,Latvia,11748433157.0,134548,435.4,male,2.23,3,1754.0,2003
7319,5-14 years,Latvia,11748433157.0,128691,435.4,female,0.78,1,1754.0,2003
7320,75+ years,Latvia,14373269156.0,36908,435.4,male,75.86,28,1754.0,2004
7321,55-74 years,Latvia,14373269156.0,193166,435.4,male,70.41,136,1754.0,2004
7322,35-54 years,Latvia,14373269156.0,297946,435.4,male,64.11,191,1754.0,2004
7323,25-34 years,Latvia,14373269156.0,155780,435.4,male,38.52,60,1754.0,2004
7324,75+ years,Latvia,14373269156.0,108979,435.4,female,22.94,25,1754.0,2004
7325,15-24 years,Latvia,14373269156.0,178336,435.4,male,22.43,40,1754.0,2004
7326,55-74 years,Latvia,14373269156.0,290735,435.4,female,13.07,38,1754.0,2004
7327,25-34 years,Latvia,14373269156.0,154752,435.4,female,8.4,13,1754.0,2004
7328,35-54 years,Latvia,14373269156.0,330282,435.4,female,6.96,23,1754.0,2004
7329,15-24 years,Latvia,14373269156.0,171538,435.4,female,4.08,7,1754.0,2004
7330,5-14 years,Latvia,14373269156.0,125144,435.4,male,1.6,2,1754.0,2004
7331,5-14 years,Latvia,14373269156.0,119911,435.4,female,0.0,0,1754.0,2004
7332,35-54 years,Latvia,16922504045.0,295853,435.4,male,61.52,182,1754.0,2005
7333,55-74 years,Latvia,16922504045.0,191534,435.4,male,59.52,114,1754.0,2005
7334,25-34 years,Latvia,16922504045.0,154334,435.4,male,52.48,81,1754.0,2005
7335,75+ years,Latvia,16922504045.0,38514,435.4,male,49.33,19,1754.0,2005
7336,75+ years,Latvia,16922504045.0,111427,435.4,female,27.82,31,1754.0,2005
7337,15-24 years,Latvia,16922504045.0,178042,435.4,male,25.27,45,1754.0,2005
7338,55-74 years,Latvia,16922504045.0,288859,435.4,female,15.23,44,1754.0,2005
7339,35-54 years,Latvia,16922504045.0,326705,435.4,female,9.79,32,1754.0,2005
7340,15-24 years,Latvia,16922504045.0,170913,435.4,female,3.51,6,1754.0,2005
7341,5-14 years,Latvia,16922504045.0,117087,435.4,male,3.42,4,1754.0,2005
7342,25-34 years,Latvia,16922504045.0,152448,435.4,female,3.28,5,1754.0,2005
7343,5-14 years,Latvia,16922504045.0,112115,435.4,female,0.89,1,1754.0,2005
7344,75+ years,Latvia,21447021570.0,40228,539.9,male,69.6,28,1754.0,2006
7345,35-54 years,Latvia,21447021570.0,294935,539.9,male,56.62,167,1754.0,2006
7346,55-74 years,Latvia,21447021570.0,190032,539.9,male,53.68,102,1754.0,2006
7347,25-34 years,Latvia,21447021570.0,153004,539.9,male,39.87,61,1754.0,2006
7348,15-24 years,Latvia,21447021570.0,176712,539.9,male,27.73,49,1754.0,2006
7349,75+ years,Latvia,21447021570.0,114051,539.9,female,19.29,22,1754.0,2006
7350,55-74 years,Latvia,21447021570.0,286922,539.9,female,9.41,27,1754.0,2006
7351,35-54 years,Latvia,21447021570.0,324446,539.9,female,6.78,22,1754.0,2006
7352,25-34 years,Latvia,21447021570.0,149998,539.9,female,5.33,8,1754.0,2006
7353,15-24 years,Latvia,21447021570.0,169332,539.9,female,0.59,1,1754.0,2006
7354,5-14 years,Latvia,21447021570.0,105387,539.9,female,0.0,0,1754.0,2006
7355,5-14 years,Latvia,21447021570.0,110168,539.9,male,0.0,0,1754.0,2006
7356,75+ years,Latvia,30901399261.0,41634,775.7,male,93.67,39,1754.0,2007
7357,35-54 years,Latvia,30901399261.0,294462,775.7,male,48.56,143,1754.0,2007
7358,55-74 years,Latvia,30901399261.0,188774,775.7,male,45.03,85,1754.0,2007
7359,25-34 years,Latvia,30901399261.0,152449,775.7,male,38.05,58,1754.0,2007
7360,75+ years,Latvia,30901399261.0,116189,775.7,female,23.24,27,1754.0,2007
7361,15-24 years,Latvia,30901399261.0,174288,775.7,male,18.36,32,1754.0,2007
7362,55-74 years,Latvia,30901399261.0,285141,775.7,female,9.47,27,1754.0,2007
7363,35-54 years,Latvia,30901399261.0,321956,775.7,female,8.08,26,1754.0,2007
7364,25-34 years,Latvia,30901399261.0,148231,775.7,female,4.72,7,1754.0,2007
7365,15-24 years,Latvia,30901399261.0,166758,775.7,female,3.6,6,1754.0,2007
7366,5-14 years,Latvia,30901399261.0,99706,775.7,female,2.01,2,1754.0,2007
7367,5-14 years,Latvia,30901399261.0,104290,775.7,male,0.96,1,1754.0,2007
7368,75+ years,Latvia,35596016664.0,42462,1003.1,male,80.07,34,1754.0,2008
7369,55-74 years,Latvia,35596016664.0,187587,1003.1,male,62.9,118,1754.0,2008
7370,35-54 years,Latvia,35596016664.0,292840,1003.1,male,54.98,161,1754.0,2008
7371,25-34 years,Latvia,35596016664.0,151948,1003.1,male,48.7,74,1754.0,2008
7372,15-24 years,Latvia,35596016664.0,168486,1003.1,male,23.15,39,1754.0,2008
7373,75+ years,Latvia,35596016664.0,117905,1003.1,female,22.9,27,1754.0,2008
7374,55-74 years,Latvia,35596016664.0,282972,1003.1,female,11.31,32,1754.0,2008
7375,35-54 years,Latvia,35596016664.0,318667,1003.1,female,7.85,25,1754.0,2008
7376,25-34 years,Latvia,35596016664.0,147186,1003.1,female,5.44,8,1754.0,2008
7377,15-24 years,Latvia,35596016664.0,161440,1003.1,female,4.34,7,1754.0,2008
7378,5-14 years,Latvia,35596016664.0,95665,1003.1,female,1.05,1,1754.0,2008
7379,5-14 years,Latvia,35596016664.0,100371,1003.1,male,1.0,1,1754.0,2008
7380,75+ years,Latvia,26169854045.0,42997,913.6,male,69.77,30,1754.0,2009
7381,55-74 years,Latvia,26169854045.0,187062,913.6,male,60.94,114,1754.0,2009
7382,35-54 years,Latvia,26169854045.0,288988,913.6,male,57.79,167,1754.0,2009
7383,25-34 years,Latvia,26169854045.0,149365,913.6,male,44.86,67,1754.0,2009
7384,15-24 years,Latvia,26169854045.0,158564,913.6,male,23.97,38,1754.0,2009
7385,75+ years,Latvia,26169854045.0,119092,913.6,female,21.83,26,1754.0,2009
7386,55-74 years,Latvia,26169854045.0,281813,913.6,female,10.65,30,1754.0,2009
7387,35-54 years,Latvia,26169854045.0,313995,913.6,female,10.51,33,1754.0,2009
7388,25-34 years,Latvia,26169854045.0,145144,913.6,female,5.51,8,1754.0,2009
7389,15-24 years,Latvia,26169854045.0,152210,913.6,female,1.97,3,1754.0,2009
7390,5-14 years,Latvia,26169854045.0,93081,913.6,female,0.0,0,1754.0,2009
7391,5-14 years,Latvia,26169854045.0,98005,913.6,male,0.0,0,1754.0,2009
7392,75+ years,Latvia,23757368290.0,43667,839.2,male,57.25,25,1754.0,2010
7393,55-74 years,Latvia,23757368290.0,187076,839.2,male,56.13,105,1754.0,2010
7394,35-54 years,Latvia,23757368290.0,283732,839.2,male,53.92,153,1754.0,2010
7395,25-34 years,Latvia,23757368290.0,145331,839.2,male,40.6,59,1754.0,2010
7396,15-24 years,Latvia,23757368290.0,147429,839.2,male,23.06,34,1754.0,2010
7397,55-74 years,Latvia,23757368290.0,281172,839.2,female,10.31,29,1754.0,2010
7398,75+ years,Latvia,23757368290.0,120367,839.2,female,8.31,10,1754.0,2010
7399,35-54 years,Latvia,23757368290.0,308180,839.2,female,5.52,17,1754.0,2010
7400,15-24 years,Latvia,23757368290.0,141468,839.2,female,2.83,4,1754.0,2010
7401,25-34 years,Latvia,23757368290.0,141714,839.2,female,1.41,2,1754.0,2010
7402,5-14 years,Latvia,23757368290.0,91477,839.2,female,0.0,0,1754.0,2010
7403,5-14 years,Latvia,23757368290.0,96293,839.2,male,0.0,0,1754.0,2010
7404,75+ years,Latvia,28223552825.0,44766,918.7,male,78.18,35,1754.0,2011
7405,55-74 years,Latvia,28223552825.0,187046,918.7,male,52.93,99,1754.0,2011
7406,35-54 years,Latvia,28223552825.0,278936,918.7,male,49.12,137,1754.0,2011
7407,25-34 years,Latvia,28223552825.0,142828,918.7,male,39.21,56,1754.0,2011
7408,15-24 years,Latvia,28223552825.0,137623,918.7,male,27.61,38,1754.0,2011
7409,75+ years,Latvia,28223552825.0,122500,918.7,female,17.96,22,1754.0,2011
7410,55-74 years,Latvia,28223552825.0,279774,918.7,female,7.51,21,1754.0,2011
7411,25-34 years,Latvia,28223552825.0,139013,918.7,female,6.47,9,1754.0,2011
7412,35-54 years,Latvia,28223552825.0,302492,918.7,female,5.95,18,1754.0,2011
7413,15-24 years,Latvia,28223552825.0,131378,918.7,female,3.81,5,1754.0,2011
7414,5-14 years,Latvia,28223552825.0,91316,918.7,female,0.0,0,1754.0,2011
7415,5-14 years,Latvia,28223552825.0,95939,918.7,male,0.0,0,1754.0,2011
7416,35-54 years,Latvia,28119996053.0,275218,880.1,male,59.59,164,1754.0,2012
7417,75+ years,Latvia,28119996053.0,46273,880.1,male,54.03,25,1754.0,2012
7418,55-74 years,Latvia,28119996053.0,187386,880.1,male,51.76,97,1754.0,2012
7419,25-34 years,Latvia,28119996053.0,142886,880.1,male,34.99,50,1754.0,2012
7420,15-24 years,Latvia,28119996053.0,129182,880.1,male,26.32,34,1754.0,2012
7421,75+ years,Latvia,28119996053.0,125246,880.1,female,17.57,22,1754.0,2012
7422,35-54 years,Latvia,28119996053.0,297148,880.1,female,7.4,22,1754.0,2012
7423,55-74 years,Latvia,28119996053.0,278027,880.1,female,6.47,18,1754.0,2012
7424,15-24 years,Latvia,28119996053.0,122407,880.1,female,4.9,6,1754.0,2012
7425,25-34 years,Latvia,28119996053.0,138307,880.1,female,3.62,5,1754.0,2012
7426,5-14 years,Latvia,28119996053.0,97001,880.1,male,1.03,1,1754.0,2012
7427,5-14 years,Latvia,28119996053.0,92440,880.1,female,0.0,0,1754.0,2012
7428,75+ years,Latvia,30254677297.0,48030,950.9,male,64.54,31,1754.0,2013
7429,55-74 years,Latvia,30254677297.0,188374,950.9,male,48.84,92,1754.0,2013
7430,35-54 years,Latvia,30254677297.0,270844,950.9,male,47.26,128,1754.0,2013
7431,25-34 years,Latvia,30254677297.0,143497,950.9,male,36.93,53,1754.0,2013
7432,15-24 years,Latvia,30254677297.0,120698,950.9,male,14.08,17,1754.0,2013
7433,75+ years,Latvia,30254677297.0,128209,950.9,female,8.58,11,1754.0,2013
7434,55-74 years,Latvia,30254677297.0,276381,950.9,female,8.32,23,1754.0,2013
7435,35-54 years,Latvia,30254677297.0,291387,950.9,female,6.52,19,1754.0,2013
7436,25-34 years,Latvia,30254677297.0,137922,950.9,female,4.35,6,1754.0,2013
7437,15-24 years,Latvia,30254677297.0,113955,950.9,female,1.76,2,1754.0,2013
7438,5-14 years,Latvia,30254677297.0,98867,950.9,male,1.01,1,1754.0,2013
7439,5-14 years,Latvia,30254677297.0,94300,950.9,female,0.0,0,1754.0,2013
7440,75+ years,Latvia,31335013752.0,49779,1016.3,male,58.26,29,1754.0,2014
7441,55-74 years,Latvia,31335013752.0,189439,1016.3,male,49.09,93,1754.0,2014
7442,35-54 years,Latvia,31335013752.0,266548,1016.3,male,42.39,113,1754.0,2014
7443,25-34 years,Latvia,31335013752.0,143777,1016.3,male,31.3,45,1754.0,2014
7444,15-24 years,Latvia,31335013752.0,112758,1016.3,male,27.49,31,1754.0,2014
7445,75+ years,Latvia,31335013752.0,131335,1016.3,female,14.47,19,1754.0,2014
7446,25-34 years,Latvia,31335013752.0,137117,1016.3,female,7.29,10,1754.0,2014
7447,55-74 years,Latvia,31335013752.0,275103,1016.3,female,7.27,20,1754.0,2014
7448,15-24 years,Latvia,31335013752.0,106420,1016.3,female,5.64,6,1754.0,2014
7449,35-54 years,Latvia,31335013752.0,285454,1016.3,female,5.61,16,1754.0,2014
7450,5-14 years,Latvia,31335013752.0,95858,1016.3,female,0.0,0,1754.0,2014
7451,5-14 years,Latvia,31335013752.0,100453,1016.3,male,0.0,0,1754.0,2014
7452,75+ years,Latvia,26972863394.0,51293,907.6,male,64.34,33,1754.0,2015
7453,55-74 years,Latvia,26972863394.0,190621,907.6,male,49.31,94,1754.0,2015
7454,35-54 years,Latvia,26972863394.0,262740,907.6,male,40.34,106,1754.0,2015
7455,25-34 years,Latvia,26972863394.0,143639,907.6,male,33.42,48,1754.0,2015
7456,15-24 years,Latvia,26972863394.0,105890,907.6,male,22.67,24,1754.0,2015
7457,75+ years,Latvia,26972863394.0,134138,907.6,female,16.4,22,1754.0,2015
7458,55-74 years,Latvia,26972863394.0,274200,907.6,female,10.94,30,1754.0,2015
7459,35-54 years,Latvia,26972863394.0,279553,907.6,female,8.59,24,1754.0,2015
7460,15-24 years,Latvia,26972863394.0,100065,907.6,female,3.0,3,1754.0,2015
7461,25-34 years,Latvia,26972863394.0,136399,907.6,female,1.47,2,1754.0,2015
7462,5-14 years,Latvia,26972863394.0,100914,907.6,male,0.99,1,1754.0,2015
7463,5-14 years,Latvia,26972863394.0,96070,907.6,female,0.0,0,1754.0,2015
7464,35-54 years,Lithuania,7870782261.0,436306,182.2,male,144.85,632,1691.0,1995
7465,75+ years,Lithuania,7870782261.0,47214,182.2,male,141.91,67,1691.0,1995
7466,55-74 years,Lithuania,7870782261.0,274196,182.2,male,118.53,325,1691.0,1995
7467,25-34 years,Lithuania,7870782261.0,284758,182.2,male,79.37,226,1691.0,1995
7468,15-24 years,Lithuania,7870782261.0,263792,182.2,male,50.8,134,1691.0,1995
7469,75+ years,Lithuania,7870782261.0,109609,182.2,female,33.76,37,1691.0,1995
7470,55-74 years,Lithuania,7870782261.0,408926,182.2,female,24.7,101,1691.0,1995
7471,35-54 years,Lithuania,7870782261.0,481445,182.2,female,23.47,113,1691.0,1995
7472,25-34 years,Lithuania,7870782261.0,276055,182.2,female,11.95,33,1691.0,1995
7473,15-24 years,Lithuania,7870782261.0,256623,182.2,female,7.79,20,1691.0,1995
7474,5-14 years,Lithuania,7870782261.0,279260,182.2,male,1.43,4,1691.0,1995
7475,5-14 years,Lithuania,7870782261.0,268965,182.2,female,0.74,2,1691.0,1995
7476,35-54 years,Lithuania,8385109020.0,438770,227.3,male,151.33,664,1691.0,1996
7477,55-74 years,Lithuania,8385109020.0,275843,227.3,male,121.81,336,1691.0,1996
7478,75+ years,Lithuania,8385109020.0,47319,227.3,male,84.53,40,1691.0,1996
7479,25-34 years,Lithuania,8385109020.0,278848,227.3,male,70.29,196,1691.0,1996
7480,15-24 years,Lithuania,8385109020.0,257675,227.3,male,57.05,147,1691.0,1996
7481,75+ years,Lithuania,8385109020.0,110913,227.3,female,35.16,39,1691.0,1996
7482,55-74 years,Lithuania,8385109020.0,410808,227.3,female,28.72,118,1691.0,1996
7483,35-54 years,Lithuania,8385109020.0,484132,227.3,female,26.65,129,1691.0,1996
7484,25-34 years,Lithuania,8385109020.0,271013,227.3,female,9.96,27,1691.0,1996
7485,15-24 years,Lithuania,8385109020.0,251718,227.3,female,7.95,20,1691.0,1996
7486,5-14 years,Lithuania,8385109020.0,279323,227.3,male,1.79,5,1691.0,1996
7487,5-14 years,Lithuania,8385109020.0,268801,227.3,female,0.37,1,1691.0,1996
