,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
7636,15-24 years,Lithuania,37440673478.0,237032.0,830.6,male,5.0,109.0,1691.0,2009.0
7637,75+ years,Lithuania,37440673478.0,172277.0,830.6,female,3.0,40.0,1691.0,2009.0
7638,35-54 years,Lithuania,37440673478.0,480247.0,830.6,female,2.0,65.0,1691.0,2009.0
7639,55-74 years,Lithuania,37440673478.0,381948.0,830.6,female,2.0,48.0,1691.0,2009.0
7640,25-34 years,Lithuania,37440673478.0,205781.0,830.6,female,1.0,15.0,1691.0,2009.0
7641,15-24 years,Lithuania,37440673478.0,229147.0,830.6,female,1.0,16.0,1691.0,2009.0
7642,5-14 years,Lithuania,37440673478.0,169250.0,830.6,male,1.0,3.0,1691.0,2009.0
7643,5-14 years,Lithuania,37440673478.0,160188.0,830.6,female,1.0,2.0,1691.0,2009.0
7644,55-74 years,Lithuania,37120517694.0,262907.0,763.3,male,9.0,219.0,1691.0,2010.0
7645,35-54 years,Lithuania,37120517694.0,430396.0,763.3,male,9.0,357.0,1691.0,2010.0
7646,75+ years,Lithuania,37120517694.0,72479.0,763.3,male,7.0,49.0,1691.0,2010.0
7647,25-34 years,Lithuania,37120517694.0,198028.0,763.3,male,6.0,110.0,1691.0,2010.0
7648,15-24 years,Lithuania,37120517694.0,227810.0,763.3,male,5.0,93.0,1691.0,2010.0
7649,75+ years,Lithuania,37120517694.0,175611.0,763.3,female,3.0,41.0,1691.0,2010.0
7650,35-54 years,Lithuania,37120517694.0,471491.0,763.3,female,2.0,72.0,1691.0,2010.0
7651,55-74 years,Lithuania,37120517694.0,380465.0,763.3,female,2.0,50.0,1691.0,2010.0
7652,15-24 years,Lithuania,37120517694.0,218961.0,763.3,female,1.0,14.0,1691.0,2010.0
7653,25-34 years,Lithuania,37120517694.0,196906.0,763.3,female,1.0,11.0,1691.0,2010.0
7654,5-14 years,Lithuania,37120517694.0,153084.0,763.3,female,1.0,1.0,1691.0,2010.0
7655,5-14 years,Lithuania,37120517694.0,161599.0,763.3,male,1.0,1.0,1691.0,2010.0
7656,35-54 years,Lithuania,43476873413.0,420391.0,826.7,male,9.0,349.0,1691.0,2011.0
7657,55-74 years,Lithuania,43476873413.0,262391.0,826.7,male,9.0,213.0,1691.0,2011.0
7658,75+ years,Lithuania,43476873413.0,74328.0,826.7,male,8.0,56.0,1691.0,2011.0
7659,25-34 years,Lithuania,43476873413.0,189937.0,826.7,male,7.0,124.0,1691.0,2011.0
7660,15-24 years,Lithuania,43476873413.0,217769.0,826.7,male,4.0,74.0,1691.0,2011.0
7661,75+ years,Lithuania,43476873413.0,179526.0,826.7,female,3.0,38.0,1691.0,2011.0
7662,55-74 years,Lithuania,43476873413.0,378929.0,826.7,female,2.0,68.0,1691.0,2011.0
7663,35-54 years,Lithuania,43476873413.0,460566.0,826.7,female,2.0,67.0,1691.0,2011.0
7664,25-34 years,Lithuania,43476873413.0,187312.0,826.7,female,1.0,17.0,1691.0,2011.0
7665,15-24 years,Lithuania,43476873413.0,207726.0,826.7,female,1.0,10.0,1691.0,2011.0
7666,5-14 years,Lithuania,43476873413.0,146411.0,826.7,female,1.0,1.0,1691.0,2011.0
7667,5-14 years,Lithuania,43476873413.0,154519.0,826.7,male,1.0,1.0,1691.0,2011.0
7668,35-54 years,Lithuania,42848195256.0,413107.0,785.3,male,8.0,321.0,1691.0,2012.0
7669,55-74 years,Lithuania,42848195256.0,263194.0,785.3,male,8.0,195.0,1691.0,2012.0
7670,75+ years,Lithuania,42848195256.0,76080.0,785.3,male,7.0,53.0,1691.0,2012.0
7671,25-34 years,Lithuania,42848195256.0,187811.0,785.3,male,7.0,117.0,1691.0,2012.0
7672,15-24 years,Lithuania,42848195256.0,209964.0,785.3,male,4.0,64.0,1691.0,2012.0
7673,75+ years,Lithuania,42848195256.0,183510.0,785.3,female,3.0,37.0,1691.0,2012.0
7674,35-54 years,Lithuania,42848195256.0,451819.0,785.3,female,2.0,74.0,1691.0,2012.0
7675,55-74 years,Lithuania,42848195256.0,378541.0,785.3,female,2.0,45.0,1691.0,2012.0
7676,25-34 years,Lithuania,42848195256.0,183799.0,785.3,female,1.0,10.0,1691.0,2012.0
7677,15-24 years,Lithuania,42848195256.0,199629.0,785.3,female,1.0,8.0,1691.0,2012.0
7678,5-14 years,Lithuania,42848195256.0,149055.0,785.3,male,1.0,3.0,1691.0,2012.0
7679,5-14 years,Lithuania,42848195256.0,141261.0,785.3,female,0.0,0.0,1691.0,2012.0
7680,35-54 years,Lithuania,46417340375.0,405191.0,855.8,male,10.0,382.0,1691.0,2013.0
7681,55-74 years,Lithuania,46417340375.0,265835.0,855.8,male,9.0,223.0,1691.0,2013.0
7682,75+ years,Lithuania,46417340375.0,77510.0,855.8,male,9.0,63.0,1691.0,2013.0
7683,25-34 years,Lithuania,46417340375.0,188010.0,855.8,male,7.0,121.0,1691.0,2013.0
7684,15-24 years,Lithuania,46417340375.0,203647.0,855.8,male,5.0,96.0,1691.0,2013.0
7685,75+ years,Lithuania,46417340375.0,186711.0,855.8,female,3.0,40.0,1691.0,2013.0
7686,35-54 years,Lithuania,46417340375.0,442140.0,855.8,female,2.0,75.0,1691.0,2013.0
7687,25-34 years,Lithuania,46417340375.0,182444.0,855.8,female,2.0,22.0,1691.0,2013.0
7688,55-74 years,Lithuania,46417340375.0,380096.0,855.8,female,2.0,41.0,1691.0,2013.0
7689,15-24 years,Lithuania,46417340375.0,192772.0,855.8,female,1.0,17.0,1691.0,2013.0
7690,5-14 years,Lithuania,46417340375.0,137471.0,855.8,female,1.0,3.0,1691.0,2013.0
7691,5-14 years,Lithuania,46417340375.0,144800.0,855.8,male,1.0,2.0,1691.0,2013.0
7692,75+ years,Lithuania,48516371721.0,78763.0,897.7,male,10.0,72.0,1691.0,2014.0
7693,35-54 years,Lithuania,48516371721.0,396758.0,897.7,male,8.0,309.0,1691.0,2014.0
7694,55-74 years,Lithuania,48516371721.0,269618.0,897.7,male,8.0,204.0,1691.0,2014.0
7695,25-34 years,Lithuania,48516371721.0,189300.0,897.7,male,5.0,94.0,1691.0,2014.0
7696,15-24 years,Lithuania,48516371721.0,197504.0,897.7,male,5.0,88.0,1691.0,2014.0
7697,75+ years,Lithuania,48516371721.0,189437.0,897.7,female,3.0,45.0,1691.0,2014.0
7698,55-74 years,Lithuania,48516371721.0,383128.0,897.7,female,2.0,47.0,1691.0,2014.0
7699,35-54 years,Lithuania,48516371721.0,431495.0,897.7,female,1.0,43.0,1691.0,2014.0
7700,15-24 years,Lithuania,48516371721.0,186406.0,897.7,female,1.0,12.0,1691.0,2014.0
7701,25-34 years,Lithuania,48516371721.0,182183.0,897.7,female,1.0,11.0,1691.0,2014.0
7702,5-14 years,Lithuania,48516371721.0,135051.0,897.7,female,1.0,3.0,1691.0,2014.0
7703,5-14 years,Lithuania,48516371721.0,141934.0,897.7,male,1.0,2.0,1691.0,2014.0
7704,75+ years,Lithuania,41508609233.0,79672.0,791.6,male,9.0,67.0,1691.0,2015.0
7705,55-74 years,Lithuania,41508609233.0,273776.0,791.6,male,8.0,216.0,1691.0,2015.0
7706,35-54 years,Lithuania,41508609233.0,387255.0,791.6,male,8.0,275.0,1691.0,2015.0
7707,25-34 years,Lithuania,41508609233.0,190800.0,791.6,male,6.0,101.0,1691.0,2015.0
7708,15-24 years,Lithuania,41508609233.0,188903.0,791.6,male,4.0,66.0,1691.0,2015.0
7709,75+ years,Lithuania,41508609233.0,191358.0,791.6,female,2.0,38.0,1691.0,2015.0
7710,55-74 years,Lithuania,41508609233.0,386892.0,791.6,female,2.0,55.0,1691.0,2015.0
7711,35-54 years,Lithuania,41508609233.0,419841.0,791.6,female,2.0,46.0,1691.0,2015.0
7712,25-34 years,Lithuania,41508609233.0,182926.0,791.6,female,1.0,17.0,1691.0,2015.0
7713,15-24 years,Lithuania,41508609233.0,178882.0,791.6,female,1.0,10.0,1691.0,2015.0
7714,5-14 years,Lithuania,41508609233.0,133506.0,791.6,female,1.0,3.0,1691.0,2015.0
7715,5-14 years,Lithuania,41508609233.0,140115.0,791.6,male,1.0,2.0,1691.0,2015.0
7716,75+ years,Lithuania,42773029835.0,80426.0,856.3,male,10.0,78.0,1691.0,2016.0
7717,55-74 years,Lithuania,42773029835.0,277763.0,856.3,male,8.0,212.0,1691.0,2016.0
7718,35-54 years,Lithuania,42773029835.0,376689.0,856.3,male,8.0,266.0,1691.0,2016.0
7719,25-34 years,Lithuania,42773029835.0,191346.0,856.3,male,6.0,96.0,1691.0,2016.0
7720,15-24 years,Lithuania,42773029835.0,177888.0,856.3,male,3.0,41.0,1691.0,2016.0
7721,75+ years,Lithuania,42773029835.0,193001.0,856.3,female,2.0,29.0,1691.0,2016.0
7722,55-74 years,Lithuania,42773029835.0,390385.0,856.3,female,2.0,45.0,1691.0,2016.0
7723,35-54 years,Lithuania,42773029835.0,406249.0,856.3,female,2.0,41.0,1691.0,2016.0
7724,25-34 years,Lithuania,42773029835.0,182632.0,856.3,female,1.0,8.0,1691.0,2016.0
7725,15-24 years,Lithuania,42773029835.0,168917.0,856.3,female,1.0,6.0,1691.0,2016.0
7726,55-74 years,Malta,1117835286.0,21600.0,,male,1.0,1.0,3054.0,1985.0
7727,15-24 years,Malta,1117835286.0,24200.0,,male,1.0,1.0,3054.0,1985.0
7728,15-24 years,Malta,1117835286.0,23000.0,,female,0.0,0.0,3054.0,1985.0
7729,25-34 years,Malta,1117835286.0,29600.0,,female,0.0,0.0,3054.0,1985.0
7730,35-54 years,Malta,1117835286.0,46100.0,,female,0.0,0.0,3054.0,1985.0
7731,5-14 years,Malta,1117835286.0,25900.0,,female,0.0,0.0,3054.0,1985.0
7732,55-74 years,Malta,1117835286.0,26500.0,,female,0.0,0.0,3054.0,1985.0
7733,75+ years,Malta,1117835286.0,7300.0,,female,0.0,0.0,3054.0,1985.0
7734,25-34 years,Malta,1117835286.0,29600.0,,male,0.0,0.0,3054.0,1985.0
7735,35-54 years,Malta,1117835286.0,40800.0,,male,0.0,0.0,3054.0,1985.0
7736,5-14 years,Malta,1117835286.0,27900.0,,male,0.0,0.0,3054.0,1985.0
7737,75+ years,Malta,1117835286.0,4700.0,,male,0.0,0.0,3054.0,1985.0
7738,25-34 years,Malta,1435079200.0,27700.0,,female,1.0,1.0,3054.0,1986.0
7739,15-24 years,Malta,1435079200.0,24100.0,,female,0.0,0.0,3054.0,1986.0
7740,35-54 years,Malta,1435079200.0,46100.0,,female,0.0,0.0,3054.0,1986.0
7741,5-14 years,Malta,1435079200.0,26700.0,,female,0.0,0.0,3054.0,1986.0
7742,55-74 years,Malta,1435079200.0,28200.0,,female,0.0,0.0,3054.0,1986.0
7743,75+ years,Malta,1435079200.0,7900.0,,female,0.0,0.0,3054.0,1986.0
7744,15-24 years,Malta,1435079200.0,25600.0,,male,0.0,0.0,3054.0,1986.0
7745,25-34 years,Malta,1435079200.0,28400.0,,male,0.0,0.0,3054.0,1986.0
7746,35-54 years,Malta,1435079200.0,43400.0,,male,0.0,0.0,3054.0,1986.0
7747,5-14 years,Malta,1435079200.0,28400.0,,male,0.0,0.0,3054.0,1986.0
7748,55-74 years,Malta,1435079200.0,24000.0,,male,0.0,0.0,3054.0,1986.0
7749,75+ years,Malta,1435079200.0,5300.0,,male,0.0,0.0,3054.0,1986.0
7750,75+ years,Malta,1751247763.0,5300.0,,male,2.0,1.0,3054.0,1987.0
7751,15-24 years,Malta,1751247763.0,24000.0,,female,0.0,0.0,3054.0,1987.0
7752,25-34 years,Malta,1751247763.0,27700.0,,female,0.0,0.0,3054.0,1987.0
7753,35-54 years,Malta,1751247763.0,46400.0,,female,0.0,0.0,3054.0,1987.0
7754,5-14 years,Malta,1751247763.0,26900.0,,female,0.0,0.0,3054.0,1987.0
7755,55-74 years,Malta,1751247763.0,28600.0,,female,0.0,0.0,3054.0,1987.0
7756,75+ years,Malta,1751247763.0,8000.0,,female,0.0,0.0,3054.0,1987.0
7757,15-24 years,Malta,1751247763.0,25500.0,,male,0.0,0.0,3054.0,1987.0
7758,25-34 years,Malta,1751247763.0,28500.0,,male,0.0,0.0,3054.0,1987.0
7759,35-54 years,Malta,1751247763.0,43900.0,,male,0.0,0.0,3054.0,1987.0
7760,5-14 years,Malta,1751247763.0,28600.0,,male,0.0,0.0,3054.0,1987.0
7761,55-74 years,Malta,1751247763.0,24000.0,,male,0.0,0.0,3054.0,1987.0
7762,25-34 years,Malta,2019474244.0,28700.0,,male,2.0,3.0,3054.0,1988.0
7763,15-24 years,Malta,2019474244.0,25400.0,,male,1.0,2.0,3054.0,1988.0
7764,35-54 years,Malta,2019474244.0,44900.0,,male,1.0,3.0,3054.0,1988.0
7765,25-34 years,Malta,2019474244.0,27700.0,,female,1.0,1.0,3054.0,1988.0
7766,15-24 years,Malta,2019474244.0,24000.0,,female,0.0,0.0,3054.0,1988.0
7767,35-54 years,Malta,2019474244.0,47200.0,,female,0.0,0.0,3054.0,1988.0
7768,5-14 years,Malta,2019474244.0,27200.0,,female,0.0,0.0,3054.0,1988.0
7769,55-74 years,Malta,2019474244.0,29000.0,,female,0.0,0.0,3054.0,1988.0
7770,75+ years,Malta,2019474244.0,8100.0,,female,0.0,0.0,3054.0,1988.0
7771,5-14 years,Malta,2019474244.0,28900.0,,male,0.0,0.0,3054.0,1988.0
7772,55-74 years,Malta,2019474244.0,24300.0,,male,0.0,0.0,3054.0,1988.0
7773,75+ years,Malta,2019474244.0,5400.0,,male,0.0,0.0,3054.0,1988.0
7774,15-24 years,Malta,2118574772.0,25300.0,,male,2.0,5.0,3054.0,1989.0
7775,75+ years,Malta,2118574772.0,5600.0,,male,2.0,1.0,3054.0,1989.0
7776,55-74 years,Malta,2118574772.0,24600.0,,male,2.0,4.0,3054.0,1989.0
7777,25-34 years,Malta,2118574772.0,28800.0,,male,2.0,4.0,3054.0,1989.0
7778,35-54 years,Malta,2118574772.0,46100.0,,male,1.0,4.0,3054.0,1989.0
7779,25-34 years,Malta,2118574772.0,27600.0,,female,1.0,2.0,3054.0,1989.0
7780,35-54 years,Malta,2118574772.0,47900.0,,female,1.0,3.0,3054.0,1989.0
7781,15-24 years,Malta,2118574772.0,24000.0,,female,0.0,0.0,3054.0,1989.0
7782,5-14 years,Malta,2118574772.0,27300.0,,female,0.0,0.0,3054.0,1989.0
7783,55-74 years,Malta,2118574772.0,29500.0,,female,0.0,0.0,3054.0,1989.0
7784,75+ years,Malta,2118574772.0,8300.0,,female,0.0,0.0,3054.0,1989.0
7785,5-14 years,Malta,2118574772.0,29000.0,,male,0.0,0.0,3054.0,1989.0
7786,35-54 years,Malta,2547163582.0,47400.0,1522.6,male,1.0,4.0,3054.0,1990.0
7787,15-24 years,Malta,2547163582.0,25600.0,1522.6,male,1.0,2.0,3054.0,1990.0
7788,55-74 years,Malta,2547163582.0,25000.0,1522.6,male,1.0,1.0,3054.0,1990.0
7789,25-34 years,Malta,2547163582.0,28600.0,1522.6,male,1.0,1.0,3054.0,1990.0
7790,15-24 years,Malta,2547163582.0,24100.0,1522.6,female,0.0,0.0,3054.0,1990.0
7791,25-34 years,Malta,2547163582.0,27300.0,1522.6,female,0.0,0.0,3054.0,1990.0
7792,35-54 years,Malta,2547163582.0,48900.0,1522.6,female,0.0,0.0,3054.0,1990.0
7793,5-14 years,Malta,2547163582.0,27400.0,1522.6,female,0.0,0.0,3054.0,1990.0
7794,55-74 years,Malta,2547163582.0,30200.0,1522.6,female,0.0,0.0,3054.0,1990.0
7795,75+ years,Malta,2547163582.0,8400.0,1522.6,female,0.0,0.0,3054.0,1990.0
7796,5-14 years,Malta,2547163582.0,28900.0,1522.6,male,0.0,0.0,3054.0,1990.0
7797,75+ years,Malta,2547163582.0,5600.0,1522.6,male,0.0,0.0,3054.0,1990.0
7798,15-24 years,Malta,2750041434.0,26100.0,1522.6,male,2.0,3.0,3054.0,1991.0
7799,25-34 years,Malta,2750041434.0,28100.0,1522.6,male,2.0,3.0,3054.0,1991.0
7800,35-54 years,Malta,2750041434.0,48700.0,1522.6,male,1.0,3.0,3054.0,1991.0
7801,35-54 years,Malta,2750041434.0,49800.0,1522.6,female,1.0,1.0,3054.0,1991.0
7802,15-24 years,Malta,2750041434.0,24600.0,1522.6,female,0.0,0.0,3054.0,1991.0
7803,25-34 years,Malta,2750041434.0,26900.0,1522.6,female,0.0,0.0,3054.0,1991.0
7804,5-14 years,Malta,2750041434.0,27300.0,1522.6,female,0.0,0.0,3054.0,1991.0
7805,55-74 years,Malta,2750041434.0,30900.0,1522.6,female,0.0,0.0,3054.0,1991.0
7806,75+ years,Malta,2750041434.0,8500.0,1522.6,female,0.0,0.0,3054.0,1991.0
7807,5-14 years,Malta,2750041434.0,28800.0,1522.6,male,0.0,0.0,3054.0,1991.0
7808,55-74 years,Malta,2750041434.0,25500.0,1522.6,male,0.0,0.0,3054.0,1991.0
7809,75+ years,Malta,2750041434.0,5600.0,1522.6,male,0.0,0.0,3054.0,1991.0
7810,75+ years,Malta,3021910217.0,5500.0,1522.6,male,4.0,2.0,3054.0,1992.0
7811,25-34 years,Malta,3021910217.0,27700.0,1522.6,male,2.0,4.0,3054.0,1992.0
7812,55-74 years,Malta,3021910217.0,26200.0,1522.6,male,2.0,3.0,3054.0,1992.0
7813,55-74 years,Malta,3021910217.0,31600.0,1522.6,female,1.0,3.0,3054.0,1992.0
7814,15-24 years,Malta,3021910217.0,26700.0,1522.6,male,1.0,2.0,3054.0,1992.0
7815,35-54 years,Malta,3021910217.0,50800.0,1522.6,female,1.0,3.0,3054.0,1992.0
7816,35-54 years,Malta,3021910217.0,50100.0,1522.6,male,1.0,1.0,3054.0,1992.0
7817,15-24 years,Malta,3021910217.0,25100.0,1522.6,female,0.0,0.0,3054.0,1992.0
7818,25-34 years,Malta,3021910217.0,26500.0,1522.6,female,0.0,0.0,3054.0,1992.0
7819,5-14 years,Malta,3021910217.0,27100.0,1522.6,female,0.0,0.0,3054.0,1992.0
7820,75+ years,Malta,3021910217.0,8400.0,1522.6,female,0.0,0.0,3054.0,1992.0
7821,5-14 years,Malta,3021910217.0,28600.0,1522.6,male,0.0,0.0,3054.0,1992.0
7822,25-34 years,Malta,2709178327.0,27200.0,1522.6,male,2.0,4.0,3054.0,1993.0
7823,35-54 years,Malta,2709178327.0,51700.0,1522.6,female,1.0,4.0,3054.0,1993.0
7824,55-74 years,Malta,2709178327.0,26700.0,1522.6,male,1.0,2.0,3054.0,1993.0
7825,55-74 years,Malta,2709178327.0,32300.0,1522.6,female,1.0,2.0,3054.0,1993.0
7826,35-54 years,Malta,2709178327.0,51300.0,1522.6,male,1.0,2.0,3054.0,1993.0
7827,25-34 years,Malta,2709178327.0,26000.0,1522.6,female,1.0,1.0,3054.0,1993.0
7828,15-24 years,Malta,2709178327.0,27300.0,1522.6,male,1.0,1.0,3054.0,1993.0
7829,15-24 years,Malta,2709178327.0,25500.0,1522.6,female,0.0,0.0,3054.0,1993.0
7830,5-14 years,Malta,2709178327.0,27100.0,1522.6,female,0.0,0.0,3054.0,1993.0
7831,75+ years,Malta,2709178327.0,8500.0,1522.6,female,0.0,0.0,3054.0,1993.0
7832,5-14 years,Malta,2709178327.0,28500.0,1522.6,male,0.0,0.0,3054.0,1993.0
7833,75+ years,Malta,2709178327.0,5600.0,1522.6,male,0.0,0.0,3054.0,1993.0
7834,75+ years,Malta,2998570147.0,5600.0,1522.6,male,2.0,1.0,3054.0,1994.0
7835,75+ years,Malta,2998570147.0,8600.0,1522.6,female,2.0,1.0,3054.0,1994.0
7836,25-34 years,Malta,2998570147.0,26900.0,1522.6,male,2.0,3.0,3054.0,1994.0
7837,15-24 years,Malta,2998570147.0,27900.0,1522.6,male,2.0,3.0,3054.0,1994.0
7838,35-54 years,Malta,2998570147.0,52500.0,1522.6,male,1.0,5.0,3054.0,1994.0
7839,35-54 years,Malta,2998570147.0,52900.0,1522.6,female,1.0,2.0,3054.0,1994.0
7840,15-24 years,Malta,2998570147.0,26100.0,1522.6,female,0.0,0.0,3054.0,1994.0
7841,25-34 years,Malta,2998570147.0,25500.0,1522.6,female,0.0,0.0,3054.0,1994.0
7842,5-14 years,Malta,2998570147.0,27000.0,1522.6,female,0.0,0.0,3054.0,1994.0
7843,55-74 years,Malta,2998570147.0,33100.0,1522.6,female,0.0,0.0,3054.0,1994.0
7844,5-14 years,Malta,2998570147.0,28300.0,1522.6,male,0.0,0.0,3054.0,1994.0
7845,55-74 years,Malta,2998570147.0,27300.0,1522.6,male,0.0,0.0,3054.0,1994.0
7846,15-24 years,Malta,3439931907.0,28300.0,1522.6,male,2.0,4.0,3054.0,1995.0
7847,35-54 years,Malta,3439931907.0,53800.0,1522.6,male,1.0,4.0,3054.0,1995.0
7848,35-54 years,Malta,3439931907.0,53900.0,1522.6,female,1.0,4.0,3054.0,1995.0
7849,55-74 years,Malta,3439931907.0,27600.0,1522.6,male,1.0,2.0,3054.0,1995.0
7850,25-34 years,Malta,3439931907.0,24900.0,1522.6,female,1.0,1.0,3054.0,1995.0
7851,25-34 years,Malta,3439931907.0,26500.0,1522.6,male,1.0,1.0,3054.0,1995.0
7852,55-74 years,Malta,3439931907.0,33300.0,1522.6,female,1.0,1.0,3054.0,1995.0
7853,15-24 years,Malta,3439931907.0,26600.0,1522.6,female,0.0,0.0,3054.0,1995.0
7854,5-14 years,Malta,3439931907.0,26900.0,1522.6,female,0.0,0.0,3054.0,1995.0
7855,75+ years,Malta,3439931907.0,9000.0,1522.6,female,0.0,0.0,3054.0,1995.0
7856,5-14 years,Malta,3439931907.0,28200.0,1522.6,male,0.0,0.0,3054.0,1995.0
7857,75+ years,Malta,3439931907.0,5900.0,1522.6,male,0.0,0.0,3054.0,1995.0
7858,75+ years,Malta,3570271558.0,6400.0,1522.6,male,2.0,1.0,3054.0,1996.0
7859,25-34 years,Malta,3570271558.0,25500.0,1522.6,male,2.0,3.0,3054.0,1996.0
7860,15-24 years,Malta,3570271558.0,28700.0,1522.6,male,2.0,3.0,3054.0,1996.0
7861,25-34 years,Malta,3570271558.0,24000.0,1522.6,female,1.0,1.0,3054.0,1996.0
7862,55-74 years,Malta,3570271558.0,27700.0,1522.6,male,1.0,1.0,3054.0,1996.0
7863,35-54 years,Malta,3570271558.0,55200.0,1522.6,male,1.0,1.0,3054.0,1996.0
7864,15-24 years,Malta,3570271558.0,26900.0,1522.6,female,0.0,0.0,3054.0,1996.0
7865,35-54 years,Malta,3570271558.0,55000.0,1522.6,female,0.0,0.0,3054.0,1996.0
7866,5-14 years,Malta,3570271558.0,27100.0,1522.6,female,0.0,0.0,3054.0,1996.0
7867,55-74 years,Malta,3570271558.0,33400.0,1522.6,female,0.0,0.0,3054.0,1996.0
7868,75+ years,Malta,3570271558.0,9700.0,1522.6,female,0.0,0.0,3054.0,1996.0
7869,5-14 years,Malta,3570271558.0,28600.0,1522.6,male,0.0,0.0,3054.0,1996.0
7870,75+ years,Malta,3705372039.0,6700.0,1417.8,male,3.0,2.0,3054.0,1997.0
7871,15-24 years,Malta,3705372039.0,29000.0,1417.8,male,2.0,3.0,3054.0,1997.0
7872,25-34 years,Malta,3705372039.0,23300.0,1417.8,female,1.0,2.0,3054.0,1997.0
7873,25-34 years,Malta,3705372039.0,24500.0,1417.8,male,1.0,2.0,3054.0,1997.0
7874,35-54 years,Malta,3705372039.0,56400.0,1417.8,male,1.0,4.0,3054.0,1997.0
7875,15-24 years,Malta,3705372039.0,27300.0,1417.8,female,1.0,1.0,3054.0,1997.0
7876,55-74 years,Malta,3705372039.0,33300.0,1417.8,female,1.0,1.0,3054.0,1997.0
7877,35-54 years,Malta,3705372039.0,56100.0,1417.8,female,0.0,0.0,3054.0,1997.0
7878,5-14 years,Malta,3705372039.0,27100.0,1417.8,female,0.0,0.0,3054.0,1997.0
7879,75+ years,Malta,3705372039.0,10300.0,1417.8,female,0.0,0.0,3054.0,1997.0
7880,5-14 years,Malta,3705372039.0,28800.0,1417.8,male,0.0,0.0,3054.0,1997.0
7881,55-74 years,Malta,3705372039.0,27600.0,1417.8,male,0.0,0.0,3054.0,1997.0
7882,55-74 years,Malta,3923637971.0,27900.0,1469.4,male,2.0,4.0,3054.0,1998.0
7883,35-54 years,Malta,3923637971.0,57500.0,1469.4,male,2.0,6.0,3054.0,1998.0
7884,25-34 years,Malta,3923637971.0,24400.0,1469.4,male,1.0,1.0,3054.0,1998.0
7885,35-54 years,Malta,3923637971.0,56900.0,1469.4,female,1.0,1.0,3054.0,1998.0
7886,15-24 years,Malta,3923637971.0,27600.0,1469.4,female,0.0,0.0,3054.0,1998.0
7887,25-34 years,Malta,3923637971.0,23200.0,1469.4,female,0.0,0.0,3054.0,1998.0
7888,5-14 years,Malta,3923637971.0,26900.0,1469.4,female,0.0,0.0,3054.0,1998.0
7889,55-74 years,Malta,3923637971.0,33400.0,1469.4,female,0.0,0.0,3054.0,1998.0
7890,75+ years,Malta,3923637971.0,10700.0,1469.4,female,0.0,0.0,3054.0,1998.0
7891,15-24 years,Malta,3923637971.0,29500.0,1469.4,male,0.0,0.0,3054.0,1998.0
7892,5-14 years,Malta,3923637971.0,28500.0,1469.4,male,0.0,0.0,3054.0,1998.0
7893,75+ years,Malta,3923637971.0,6900.0,1469.4,male,0.0,0.0,3054.0,1998.0
7894,25-34 years,Malta,4127313818.0,24500.0,1466.4,male,3.0,6.0,3054.0,1999.0
7895,35-54 years,Malta,4127313818.0,57600.0,1466.4,male,2.0,11.0,3054.0,1999.0
7896,75+ years,Malta,4127313818.0,7100.0,1466.4,male,2.0,1.0,3054.0,1999.0
7897,55-74 years,Malta,4127313818.0,28900.0,1466.4,male,2.0,3.0,3054.0,1999.0
7898,75+ years,Malta,4127313818.0,10900.0,1466.4,female,1.0,1.0,3054.0,1999.0
7899,55-74 years,Malta,4127313818.0,34300.0,1466.4,female,1.0,2.0,3054.0,1999.0
7900,15-24 years,Malta,4127313818.0,27900.0,1466.4,female,1.0,1.0,3054.0,1999.0
7901,15-24 years,Malta,4127313818.0,29700.0,1466.4,male,1.0,1.0,3054.0,1999.0
7902,35-54 years,Malta,4127313818.0,56800.0,1466.4,female,1.0,1.0,3054.0,1999.0
7903,25-34 years,Malta,4127313818.0,23300.0,1466.4,female,0.0,0.0,3054.0,1999.0
7904,5-14 years,Malta,4127313818.0,26500.0,1466.4,female,0.0,0.0,3054.0,1999.0
7905,5-14 years,Malta,4127313818.0,28100.0,1466.4,male,0.0,0.0,3054.0,1999.0
7906,75+ years,Malta,4306192436.0,7490.0,941.2,male,3.0,2.0,3054.0,2000.0
7907,35-54 years,Malta,4306192436.0,57860.0,941.2,male,2.0,10.0,3054.0,2000.0
7908,25-34 years,Malta,4306192436.0,24143.0,941.2,female,1.0,2.0,3054.0,2000.0
7909,25-34 years,Malta,4306192436.0,25318.0,941.2,male,1.0,2.0,3054.0,2000.0
7910,55-74 years,Malta,4306192436.0,30530.0,941.2,male,1.0,2.0,3054.0,2000.0
7911,35-54 years,Malta,4306192436.0,57250.0,941.2,female,1.0,3.0,3054.0,2000.0
7912,15-24 years,Malta,4306192436.0,30093.0,941.2,male,1.0,1.0,3054.0,2000.0
7913,55-74 years,Malta,4306192436.0,35917.0,941.2,female,1.0,1.0,3054.0,2000.0
7914,15-24 years,Malta,4306192436.0,28328.0,941.2,female,0.0,0.0,3054.0,2000.0
7915,5-14 years,Malta,4306192436.0,26312.0,941.2,female,0.0,0.0,3054.0,2000.0
7916,75+ years,Malta,4306192436.0,11486.0,941.2,female,0.0,0.0,3054.0,2000.0
7917,5-14 years,Malta,4306192436.0,27949.0,941.2,male,0.0,0.0,3054.0,2000.0
7918,55-74 years,Malta,4331870648.0,32328.0,962.0,male,3.0,7.0,3054.0,2001.0
