,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
0,15-24 years,Albania,2156624900.0,312900.0,,male,1.0,21.0,2544.0,1987.0
1,35-54 years,Albania,2156624900.0,308000.0,,male,1.0,16.0,2544.0,1987.0
2,15-24 years,Albania,2156624900.0,289700.0,,female,1.0,14.0,2544.0,1987.0
3,75+ years,Albania,2156624900.0,21800.0,,male,1.0,1.0,2544.0,1987.0
4,25-34 years,Albania,2156624900.0,274300.0,,male,1.0,9.0,2544.0,1987.0
5,75+ years,Albania,2156624900.0,35600.0,,female,1.0,1.0,2544.0,1987.0
6,35-54 years,Albania,2156624900.0,278800.0,,female,1.0,6.0,2544.0,1987.0
7,25-34 years,Albania,2156624900.0,257200.0,,female,1.0,4.0,2544.0,1987.0
8,55-74 years,Albania,2156624900.0,137500.0,,male,1.0,1.0,2544.0,1987.0
9,5-14 years,Albania,2156624900.0,311000.0,,female,0.0,0.0,2544.0,1987.0
10,55-74 years,Albania,2156624900.0,144600.0,,female,0.0,0.0,2544.0,1987.0
11,5-14 years,Albania,2156624900.0,338200.0,,male,0.0,0.0,2544.0,1987.0
12,75+ years,Albania,2126000000.0,36400.0,,female,1.0,2.0,2544.0,1988.0
13,15-24 years,Albania,2126000000.0,319200.0,,male,1.0,17.0,2544.0,1988.0
14,75+ years,Albania,2126000000.0,22300.0,,male,1.0,1.0,2544.0,1988.0
15,35-54 years,Albania,2126000000.0,314100.0,,male,1.0,14.0,2544.0,1988.0
16,55-74 years,Albania,2126000000.0,140200.0,,male,1.0,4.0,2544.0,1988.0
17,15-24 years,Albania,2126000000.0,295600.0,,female,1.0,8.0,2544.0,1988.0
18,55-74 years,Albania,2126000000.0,147500.0,,female,1.0,3.0,2544.0,1988.0
19,25-34 years,Albania,2126000000.0,262400.0,,female,1.0,5.0,2544.0,1988.0
20,25-34 years,Albania,2126000000.0,279900.0,,male,1.0,5.0,2544.0,1988.0
21,35-54 years,Albania,2126000000.0,284500.0,,female,1.0,4.0,2544.0,1988.0
22,5-14 years,Albania,2126000000.0,317200.0,,female,0.0,0.0,2544.0,1988.0
23,5-14 years,Albania,2126000000.0,345000.0,,male,0.0,0.0,2544.0,1988.0
24,75+ years,Albania,2335124988.0,22500.0,,male,1.0,2.0,2544.0,1989.0
25,25-34 years,Albania,2335124988.0,283600.0,,male,1.0,18.0,2544.0,1989.0
26,35-54 years,Albania,2335124988.0,318400.0,,male,1.0,15.0,2544.0,1989.0
27,55-74 years,Albania,2335124988.0,142100.0,,male,1.0,6.0,2544.0,1989.0
28,15-24 years,Albania,2335124988.0,323500.0,,male,1.0,12.0,2544.0,1989.0
29,35-54 years,Albania,2335124988.0,288600.0,,female,1.0,7.0,2544.0,1989.0
30,15-24 years,Albania,2335124988.0,299900.0,,female,1.0,5.0,2544.0,1989.0
31,25-34 years,Albania,2335124988.0,266300.0,,female,1.0,2.0,2544.0,1989.0
32,55-74 years,Albania,2335124988.0,149600.0,,female,1.0,1.0,2544.0,1989.0
33,5-14 years,Albania,2335124988.0,321900.0,,female,0.0,0.0,2544.0,1989.0
34,75+ years,Albania,2335124988.0,37000.0,,female,0.0,0.0,2544.0,1989.0
35,5-14 years,Albania,2335124988.0,349700.0,,male,0.0,0.0,2544.0,1989.0
36,35-54 years,Albania,709452584.0,343800.0,23.8,male,1.0,12.0,2544.0,1992.0
37,15-24 years,Albania,709452584.0,263700.0,23.8,male,1.0,9.0,2544.0,1992.0
38,55-74 years,Albania,709452584.0,159500.0,23.8,male,1.0,5.0,2544.0,1992.0
39,25-34 years,Albania,709452584.0,245500.0,23.8,male,1.0,7.0,2544.0,1992.0
40,15-24 years,Albania,709452584.0,292400.0,23.8,female,1.0,7.0,2544.0,1992.0
41,25-34 years,Albania,709452584.0,267400.0,23.8,female,1.0,4.0,2544.0,1992.0
42,35-54 years,Albania,709452584.0,323100.0,23.8,female,1.0,2.0,2544.0,1992.0
43,55-74 years,Albania,709452584.0,164900.0,23.8,female,1.0,1.0,2544.0,1992.0
44,5-14 years,Albania,709452584.0,336700.0,23.8,female,0.0,0.0,2544.0,1992.0
45,75+ years,Albania,709452584.0,38700.0,23.8,female,0.0,0.0,2544.0,1992.0
46,5-14 years,Albania,709452584.0,362900.0,23.8,male,0.0,0.0,2544.0,1992.0
47,75+ years,Albania,709452584.0,23900.0,23.8,male,0.0,0.0,2544.0,1992.0
48,15-24 years,Albania,1228071038.0,243300.0,30.2,male,1.0,18.0,2544.0,1993.0
49,55-74 years,Albania,1228071038.0,165000.0,30.2,male,1.0,7.0,2544.0,1993.0
50,75+ years,Albania,1228071038.0,24200.0,30.2,male,1.0,1.0,2544.0,1993.0
51,25-34 years,Albania,1228071038.0,230100.0,30.2,male,1.0,9.0,2544.0,1993.0
52,15-24 years,Albania,1228071038.0,285300.0,30.2,female,1.0,10.0,2544.0,1993.0
53,35-54 years,Albania,1228071038.0,350300.0,30.2,male,1.0,10.0,2544.0,1993.0
54,25-34 years,Albania,1228071038.0,261800.0,30.2,female,1.0,7.0,2544.0,1993.0
55,35-54 years,Albania,1228071038.0,331200.0,30.2,female,1.0,7.0,2544.0,1993.0
56,55-74 years,Albania,1228071038.0,169500.0,30.2,female,1.0,2.0,2544.0,1993.0
57,5-14 years,Albania,1228071038.0,340300.0,30.2,female,1.0,1.0,2544.0,1993.0
58,5-14 years,Albania,1228071038.0,367000.0,30.2,male,1.0,1.0,2544.0,1993.0
59,75+ years,Albania,1228071038.0,39300.0,30.2,female,0.0,0.0,2544.0,1993.0
60,75+ years,Albania,1985673798.0,24600.0,50.5,male,1.0,2.0,2544.0,1994.0
61,55-74 years,Albania,1985673798.0,171400.0,50.5,male,1.0,11.0,2544.0,1994.0
62,75+ years,Albania,1985673798.0,39900.0,50.5,female,1.0,2.0,2544.0,1994.0
63,25-34 years,Albania,1985673798.0,231400.0,50.5,male,1.0,6.0,2544.0,1994.0
64,35-54 years,Albania,1985673798.0,362800.0,50.5,male,1.0,9.0,2544.0,1994.0
65,15-24 years,Albania,1985673798.0,242200.0,50.5,male,1.0,6.0,2544.0,1994.0
66,15-24 years,Albania,1985673798.0,282600.0,50.5,female,1.0,6.0,2544.0,1994.0
67,25-34 years,Albania,1985673798.0,261100.0,50.5,female,1.0,4.0,2544.0,1994.0
68,35-54 years,Albania,1985673798.0,342500.0,50.5,female,1.0,2.0,2544.0,1994.0
69,55-74 years,Albania,1985673798.0,174600.0,50.5,female,1.0,1.0,2544.0,1994.0
70,5-14 years,Albania,1985673798.0,371800.0,50.5,male,1.0,1.0,2544.0,1994.0
71,5-14 years,Albania,1985673798.0,344400.0,50.5,female,0.0,0.0,2544.0,1994.0
72,25-34 years,Albania,2424499009.0,232900.0,69.1,male,1.0,13.0,2544.0,1995.0
73,55-74 years,Albania,2424499009.0,178000.0,69.1,male,1.0,9.0,2544.0,1995.0
74,75+ years,Albania,2424499009.0,40800.0,69.1,female,1.0,2.0,2544.0,1995.0
75,15-24 years,Albania,2424499009.0,283500.0,69.1,female,1.0,13.0,2544.0,1995.0
76,15-24 years,Albania,2424499009.0,241200.0,69.1,male,1.0,11.0,2544.0,1995.0
77,75+ years,Albania,2424499009.0,25100.0,69.1,male,1.0,1.0,2544.0,1995.0
78,35-54 years,Albania,2424499009.0,375900.0,69.1,male,1.0,14.0,2544.0,1995.0
79,25-34 years,Albania,2424499009.0,264000.0,69.1,female,1.0,7.0,2544.0,1995.0
80,35-54 years,Albania,2424499009.0,356400.0,69.1,female,1.0,8.0,2544.0,1995.0
81,5-14 years,Albania,2424499009.0,376500.0,69.1,male,1.0,6.0,2544.0,1995.0
82,55-74 years,Albania,2424499009.0,180400.0,69.1,female,1.0,2.0,2544.0,1995.0
83,5-14 years,Albania,2424499009.0,348700.0,69.1,female,1.0,2.0,2544.0,1995.0
84,75+ years,Albania,3314898292.0,25400.0,82.7,male,1.0,2.0,2544.0,1996.0
85,15-24 years,Albania,3314898292.0,243600.0,82.7,male,1.0,17.0,2544.0,1996.0
86,25-34 years,Albania,3314898292.0,235300.0,82.7,male,1.0,14.0,2544.0,1996.0
87,15-24 years,Albania,3314898292.0,287700.0,82.7,female,1.0,16.0,2544.0,1996.0
88,75+ years,Albania,3314898292.0,41200.0,82.7,female,1.0,2.0,2544.0,1996.0
89,25-34 years,Albania,3314898292.0,267900.0,82.7,female,1.0,10.0,2544.0,1996.0
90,35-54 years,Albania,3314898292.0,379600.0,82.7,male,1.0,12.0,2544.0,1996.0
91,35-54 years,Albania,3314898292.0,362000.0,82.7,female,1.0,9.0,2544.0,1996.0
92,55-74 years,Albania,3314898292.0,179900.0,82.7,male,1.0,3.0,2544.0,1996.0
93,55-74 years,Albania,3314898292.0,183100.0,82.7,female,1.0,1.0,2544.0,1996.0
94,5-14 years,Albania,3314898292.0,380400.0,82.7,male,1.0,2.0,2544.0,1996.0
95,5-14 years,Albania,3314898292.0,354100.0,82.7,female,1.0,1.0,2544.0,1996.0
96,25-34 years,Albania,2359903108.0,236000.0,60.8,male,2.0,36.0,2544.0,1997.0
97,15-24 years,Albania,2359903108.0,244400.0,60.8,male,2.0,33.0,2544.0,1997.0
98,75+ years,Albania,2359903108.0,25400.0,60.8,male,2.0,3.0,2544.0,1997.0
99,35-54 years,Albania,2359903108.0,380800.0,60.8,male,1.0,30.0,2544.0,1997.0
100,15-24 years,Albania,2359903108.0,294000.0,60.8,female,1.0,21.0,2544.0,1997.0
101,55-74 years,Albania,2359903108.0,180300.0,60.8,male,1.0,12.0,2544.0,1997.0
102,25-34 years,Albania,2359903108.0,273900.0,60.8,female,1.0,16.0,2544.0,1997.0
103,75+ years,Albania,2359903108.0,42100.0,60.8,female,1.0,2.0,2544.0,1997.0
104,35-54 years,Albania,2359903108.0,370100.0,60.8,female,1.0,7.0,2544.0,1997.0
105,5-14 years,Albania,2359903108.0,361800.0,60.8,female,1.0,6.0,2544.0,1997.0
106,5-14 years,Albania,2359903108.0,381500.0,60.8,male,1.0,4.0,2544.0,1997.0
107,55-74 years,Albania,2359903108.0,187000.0,60.8,female,0.0,0.0,2544.0,1997.0
108,75+ years,Albania,2707123772.0,25800.0,72.3,male,2.0,3.0,2544.0,1998.0
109,15-24 years,Albania,2707123772.0,248800.0,72.3,male,2.0,27.0,2544.0,1998.0
110,15-24 years,Albania,2707123772.0,295600.0,72.3,female,2.0,32.0,2544.0,1998.0
111,25-34 years,Albania,2707123772.0,240400.0,72.3,male,2.0,26.0,2544.0,1998.0
112,35-54 years,Albania,2707123772.0,388200.0,72.3,male,1.0,29.0,2544.0,1998.0
113,55-74 years,Albania,2707123772.0,183800.0,72.3,male,1.0,9.0,2544.0,1998.0
114,25-34 years,Albania,2707123772.0,275300.0,72.3,female,1.0,10.0,2544.0,1998.0
115,55-74 years,Albania,2707123772.0,188200.0,72.3,female,1.0,6.0,2544.0,1998.0
116,35-54 years,Albania,2707123772.0,372100.0,72.3,female,1.0,9.0,2544.0,1998.0
117,5-14 years,Albania,2707123772.0,388400.0,72.3,male,1.0,2.0,2544.0,1998.0
118,5-14 years,Albania,2707123772.0,363800.0,72.3,female,1.0,1.0,2544.0,1998.0
119,75+ years,Albania,2707123772.0,42300.0,72.3,female,0.0,0.0,2544.0,1998.0
120,75+ years,Albania,3414760915.0,25900.0,88.0,male,2.0,3.0,2544.0,1999.0
121,15-24 years,Albania,3414760915.0,250600.0,88.0,male,1.0,24.0,2544.0,1999.0
122,75+ years,Albania,3414760915.0,42400.0,88.0,female,1.0,4.0,2544.0,1999.0
123,35-54 years,Albania,3414760915.0,391100.0,88.0,male,1.0,31.0,2544.0,1999.0
124,25-34 years,Albania,3414760915.0,242300.0,88.0,male,1.0,19.0,2544.0,1999.0
125,55-74 years,Albania,3414760915.0,185200.0,88.0,male,1.0,14.0,2544.0,1999.0
126,15-24 years,Albania,3414760915.0,296800.0,88.0,female,1.0,19.0,2544.0,1999.0
127,25-34 years,Albania,3414760915.0,276500.0,88.0,female,1.0,13.0,2544.0,1999.0
128,55-74 years,Albania,3414760915.0,188800.0,88.0,female,1.0,6.0,2544.0,1999.0
129,35-54 years,Albania,3414760915.0,373600.0,88.0,female,1.0,5.0,2544.0,1999.0
130,5-14 years,Albania,3414760915.0,365200.0,88.0,female,1.0,1.0,2544.0,1999.0
131,5-14 years,Albania,3414760915.0,391300.0,88.0,male,0.0,0.0,2544.0,1999.0
132,25-34 years,Albania,3632043908.0,232000.0,92.9,male,1.0,17.0,2544.0,2000.0
133,55-74 years,Albania,3632043908.0,177400.0,92.9,male,1.0,10.0,2544.0,2000.0
134,75+ years,Albania,3632043908.0,37800.0,92.9,female,1.0,2.0,2544.0,2000.0
135,75+ years,Albania,3632043908.0,24900.0,92.9,male,1.0,1.0,2544.0,2000.0
136,15-24 years,Albania,3632043908.0,263900.0,92.9,female,1.0,6.0,2544.0,2000.0
137,15-24 years,Albania,3632043908.0,240000.0,92.9,male,1.0,5.0,2544.0,2000.0
138,35-54 years,Albania,3632043908.0,332200.0,92.9,female,1.0,5.0,2544.0,2000.0
139,25-34 years,Albania,3632043908.0,245800.0,92.9,female,1.0,3.0,2544.0,2000.0
140,35-54 years,Albania,3632043908.0,374700.0,92.9,male,1.0,4.0,2544.0,2000.0
141,5-14 years,Albania,3632043908.0,374900.0,92.9,male,1.0,1.0,2544.0,2000.0
142,5-14 years,Albania,3632043908.0,324700.0,92.9,female,0.0,0.0,2544.0,2000.0
143,55-74 years,Albania,3632043908.0,168000.0,92.9,female,0.0,0.0,2544.0,2000.0
144,25-34 years,Albania,4060758804.0,206484.0,103.3,male,2.0,22.0,2544.0,2001.0
145,35-54 years,Albania,4060758804.0,378826.0,103.3,male,1.0,34.0,2544.0,2001.0
146,55-74 years,Albania,4060758804.0,196670.0,103.3,male,1.0,11.0,2544.0,2001.0
147,75+ years,Albania,4060758804.0,47254.0,103.3,female,1.0,2.0,2544.0,2001.0
148,15-24 years,Albania,4060758804.0,256039.0,103.3,male,1.0,10.0,2544.0,2001.0
149,15-24 years,Albania,4060758804.0,271359.0,103.3,female,1.0,9.0,2544.0,2001.0
150,35-54 years,Albania,4060758804.0,370191.0,103.3,female,1.0,12.0,2544.0,2001.0
151,75+ years,Albania,4060758804.0,31044.0,103.3,male,1.0,1.0,2544.0,2001.0
152,55-74 years,Albania,4060758804.0,189799.0,103.3,female,1.0,6.0,2544.0,2001.0
153,5-14 years,Albania,4060758804.0,321556.0,103.3,male,1.0,6.0,2544.0,2001.0
154,25-34 years,Albania,4060758804.0,222771.0,103.3,female,1.0,4.0,2544.0,2001.0
155,5-14 years,Albania,4060758804.0,307356.0,103.3,female,1.0,2.0,2544.0,2001.0
156,75+ years,Albania,4435078648.0,31007.0,118.0,male,2.0,4.0,2544.0,2002.0
157,25-34 years,Albania,4435078648.0,206286.0,118.0,male,2.0,23.0,2544.0,2002.0
158,35-54 years,Albania,4435078648.0,382139.0,118.0,male,1.0,35.0,2544.0,2002.0
159,55-74 years,Albania,4435078648.0,198130.0,118.0,male,1.0,13.0,2544.0,2002.0
160,15-24 years,Albania,4435078648.0,263067.0,118.0,male,1.0,15.0,2544.0,2002.0
161,15-24 years,Albania,4435078648.0,275970.0,118.0,female,1.0,14.0,2544.0,2002.0
162,35-54 years,Albania,4435078648.0,375113.0,118.0,female,1.0,15.0,2544.0,2002.0
163,25-34 years,Albania,4435078648.0,223685.0,118.0,female,1.0,7.0,2544.0,2002.0
164,75+ years,Albania,4435078648.0,47407.0,118.0,female,1.0,1.0,2544.0,2002.0
165,55-74 years,Albania,4435078648.0,191712.0,118.0,female,1.0,4.0,2544.0,2002.0
166,5-14 years,Albania,4435078648.0,304850.0,118.0,female,1.0,1.0,2544.0,2002.0
167,5-14 years,Albania,4435078648.0,319473.0,118.0,male,1.0,1.0,2544.0,2002.0
168,75+ years,Albania,5746945913.0,49088.0,152.0,female,2.0,6.0,2544.0,2003.0
169,55-74 years,Albania,5746945913.0,201520.0,152.0,male,1.0,16.0,2544.0,2003.0
170,35-54 years,Albania,5746945913.0,386196.0,152.0,male,1.0,28.0,2544.0,2003.0
171,15-24 years,Albania,5746945913.0,273235.0,152.0,male,1.0,15.0,2544.0,2003.0
172,15-24 years,Albania,5746945913.0,283709.0,152.0,female,1.0,14.0,2544.0,2003.0
173,55-74 years,Albania,5746945913.0,195699.0,152.0,female,1.0,9.0,2544.0,2003.0
174,25-34 years,Albania,5746945913.0,205433.0,152.0,male,1.0,9.0,2544.0,2003.0
175,25-34 years,Albania,5746945913.0,222941.0,152.0,female,1.0,9.0,2544.0,2003.0
176,35-54 years,Albania,5746945913.0,381760.0,152.0,female,1.0,13.0,2544.0,2003.0
177,75+ years,Albania,5746945913.0,32667.0,152.0,male,1.0,1.0,2544.0,2003.0
178,5-14 years,Albania,5746945913.0,313204.0,152.0,male,1.0,4.0,2544.0,2003.0
179,5-14 years,Albania,5746945913.0,298477.0,152.0,female,0.0,0.0,2544.0,2003.0
180,75+ years,Albania,7314865176.0,35526.0,185.2,male,2.0,4.0,2544.0,2004.0
181,35-54 years,Albania,7314865176.0,391767.0,185.2,male,1.0,39.0,2544.0,2004.0
182,25-34 years,Albania,7314865176.0,203938.0,185.2,male,1.0,16.0,2544.0,2004.0
183,15-24 years,Albania,7314865176.0,292268.0,185.2,female,1.0,20.0,2544.0,2004.0
184,15-24 years,Albania,7314865176.0,286768.0,185.2,male,1.0,19.0,2544.0,2004.0
185,75+ years,Albania,7314865176.0,50970.0,185.2,female,1.0,3.0,2544.0,2004.0
186,25-34 years,Albania,7314865176.0,222389.0,185.2,female,1.0,11.0,2544.0,2004.0
187,55-74 years,Albania,7314865176.0,207202.0,185.2,male,1.0,10.0,2544.0,2004.0
188,35-54 years,Albania,7314865176.0,391436.0,185.2,female,1.0,17.0,2544.0,2004.0
189,55-74 years,Albania,7314865176.0,203841.0,185.2,female,1.0,3.0,2544.0,2004.0
190,5-14 years,Albania,7314865176.0,286705.0,185.2,female,1.0,3.0,2544.0,2004.0
191,5-14 years,Albania,7314865176.0,302181.0,185.2,male,1.0,1.0,2544.0,2004.0
192,15-24 years,Albania,8158548717.0,281922.0,200.2,female,0.0,0.0,2544.0,2005.0
193,25-34 years,Albania,8158548717.0,190745.0,200.2,female,0.0,0.0,2544.0,2005.0
194,35-54 years,Albania,8158548717.0,386513.0,200.2,female,0.0,0.0,2544.0,2005.0
195,5-14 years,Albania,8158548717.0,276559.0,200.2,female,0.0,0.0,2544.0,2005.0
196,55-74 years,Albania,8158548717.0,210998.0,200.2,female,0.0,0.0,2544.0,2005.0
197,75+ years,Albania,8158548717.0,53191.0,200.2,female,0.0,0.0,2544.0,2005.0
198,15-24 years,Albania,8158548717.0,281675.0,200.2,male,0.0,0.0,2544.0,2005.0
199,25-34 years,Albania,8158548717.0,177519.0,200.2,male,0.0,0.0,2544.0,2005.0
200,35-54 years,Albania,8158548717.0,380242.0,200.2,male,0.0,0.0,2544.0,2005.0
201,5-14 years,Albania,8158548717.0,291367.0,200.2,male,0.0,0.0,2544.0,2005.0
202,55-74 years,Albania,8158548717.0,214118.0,200.2,male,0.0,0.0,2544.0,2005.0
203,75+ years,Albania,8158548717.0,38471.0,200.2,male,0.0,0.0,2544.0,2005.0
204,15-24 years,Albania,8992642349.0,283138.0,222.6,female,0.0,0.0,2544.0,2006.0
205,25-34 years,Albania,8992642349.0,186391.0,222.6,female,0.0,0.0,2544.0,2006.0
206,35-54 years,Albania,8992642349.0,388746.0,222.6,female,0.0,0.0,2544.0,2006.0
207,5-14 years,Albania,8992642349.0,267316.0,222.6,female,0.0,0.0,2544.0,2006.0
208,55-74 years,Albania,8992642349.0,215907.0,222.6,female,0.0,0.0,2544.0,2006.0
209,75+ years,Albania,8992642349.0,56011.0,222.6,female,0.0,0.0,2544.0,2006.0
210,15-24 years,Albania,8992642349.0,286679.0,222.6,male,0.0,0.0,2544.0,2006.0
211,25-34 years,Albania,8992642349.0,174092.0,222.6,male,0.0,0.0,2544.0,2006.0
212,35-54 years,Albania,8992642349.0,379076.0,222.6,male,0.0,0.0,2544.0,2006.0
213,5-14 years,Albania,8992642349.0,282678.0,222.6,male,0.0,0.0,2544.0,2006.0
214,55-74 years,Albania,8992642349.0,219360.0,222.6,male,0.0,0.0,2544.0,2006.0
215,75+ years,Albania,8992642349.0,40782.0,222.6,male,0.0,0.0,2544.0,2006.0
216,75+ years,Albania,10701011897.0,42366.0,302.4,male,2.0,8.0,2544.0,2007.0
217,35-54 years,Albania,10701011897.0,378626.0,302.4,male,1.0,29.0,2544.0,2007.0
218,55-74 years,Albania,10701011897.0,224160.0,302.4,male,1.0,14.0,2544.0,2007.0
219,75+ years,Albania,10701011897.0,57404.0,302.4,female,1.0,3.0,2544.0,2007.0
220,25-34 years,Albania,10701011897.0,172494.0,302.4,male,1.0,9.0,2544.0,2007.0
221,15-24 years,Albania,10701011897.0,281080.0,302.4,female,1.0,13.0,2544.0,2007.0
222,15-24 years,Albania,10701011897.0,288349.0,302.4,male,1.0,13.0,2544.0,2007.0
223,25-34 years,Albania,10701011897.0,183629.0,302.4,female,1.0,8.0,2544.0,2007.0
224,55-74 years,Albania,10701011897.0,221120.0,302.4,female,1.0,9.0,2544.0,2007.0
225,35-54 years,Albania,10701011897.0,391811.0,302.4,female,1.0,14.0,2544.0,2007.0
226,5-14 years,Albania,10701011897.0,272497.0,302.4,male,1.0,4.0,2544.0,2007.0
227,5-14 years,Albania,10701011897.0,256808.0,302.4,female,0.0,0.0,2544.0,2007.0
228,25-34 years,Albania,12881352688.0,172855.0,408.6,male,2.0,21.0,2544.0,2008.0
229,35-54 years,Albania,12881352688.0,377119.0,408.6,male,1.0,37.0,2544.0,2008.0
230,55-74 years,Albania,12881352688.0,228672.0,408.6,male,1.0,21.0,2544.0,2008.0
231,75+ years,Albania,12881352688.0,59369.0,408.6,female,1.0,5.0,2544.0,2008.0
232,15-24 years,Albania,12881352688.0,276073.0,408.6,female,1.0,20.0,2544.0,2008.0
233,25-34 years,Albania,12881352688.0,182663.0,408.6,female,1.0,9.0,2544.0,2008.0
234,35-54 years,Albania,12881352688.0,393832.0,408.6,female,1.0,19.0,2544.0,2008.0
235,75+ years,Albania,12881352688.0,44574.0,408.6,male,1.0,2.0,2544.0,2008.0
236,15-24 years,Albania,12881352688.0,286702.0,408.6,male,1.0,11.0,2544.0,2008.0
237,55-74 years,Albania,12881352688.0,226448.0,408.6,female,1.0,7.0,2544.0,2008.0
238,5-14 years,Albania,12881352688.0,262464.0,408.6,male,1.0,7.0,2544.0,2008.0
239,5-14 years,Albania,12881352688.0,246288.0,408.6,female,1.0,1.0,2544.0,2008.0
240,15-24 years,Albania,12044212904.0,270003.0,379.8,female,0.0,0.0,2544.0,2009.0
241,25-34 years,Albania,12044212904.0,182712.0,379.8,female,0.0,0.0,2544.0,2009.0
242,35-54 years,Albania,12044212904.0,394286.0,379.8,female,0.0,0.0,2544.0,2009.0
243,5-14 years,Albania,12044212904.0,236174.0,379.8,female,0.0,0.0,2544.0,2009.0
244,55-74 years,Albania,12044212904.0,233302.0,379.8,female,0.0,0.0,2544.0,2009.0
245,75+ years,Albania,12044212904.0,61582.0,379.8,female,0.0,0.0,2544.0,2009.0
246,15-24 years,Albania,12044212904.0,283448.0,379.8,male,0.0,0.0,2544.0,2009.0
247,25-34 years,Albania,12044212904.0,174955.0,379.8,male,0.0,0.0,2544.0,2009.0
248,35-54 years,Albania,12044212904.0,374365.0,379.8,male,0.0,0.0,2544.0,2009.0
249,5-14 years,Albania,12044212904.0,253007.0,379.8,male,0.0,0.0,2544.0,2009.0
250,55-74 years,Albania,12044212904.0,234570.0,379.8,male,0.0,0.0,2544.0,2009.0
251,75+ years,Albania,12044212904.0,47331.0,379.8,male,0.0,0.0,2544.0,2009.0
252,55-74 years,Albania,11926953259.0,241852.0,334.7,male,1.0,20.0,2544.0,2010.0
253,35-54 years,Albania,11926953259.0,371611.0,334.7,male,1.0,20.0,2544.0,2010.0
254,25-34 years,Albania,11926953259.0,179720.0,334.7,male,1.0,9.0,2544.0,2010.0
255,75+ years,Albania,11926953259.0,50767.0,334.7,male,1.0,2.0,2544.0,2010.0
256,15-24 years,Albania,11926953259.0,279508.0,334.7,male,1.0,10.0,2544.0,2010.0
257,25-34 years,Albania,11926953259.0,183579.0,334.7,female,1.0,6.0,2544.0,2010.0
258,75+ years,Albania,11926953259.0,64415.0,334.7,female,1.0,2.0,2544.0,2010.0
259,35-54 years,Albania,11926953259.0,394593.0,334.7,female,1.0,12.0,2544.0,2010.0
260,55-74 years,Albania,11926953259.0,241491.0,334.7,female,1.0,7.0,2544.0,2010.0
261,15-24 years,Albania,11926953259.0,263581.0,334.7,female,1.0,6.0,2544.0,2010.0
262,5-14 years,Albania,11926953259.0,223969.0,334.7,female,1.0,2.0,2544.0,2010.0
263,5-14 years,Albania,11926953259.0,240939.0,334.7,male,0.0,0.0,2544.0,2010.0
264,35-54 years,Armenia,2256838858.0,332700.0,6.7,male,1.0,25.0,2474.0,1990.0
265,75+ years,Armenia,2256838858.0,26900.0,6.7,male,1.0,2.0,2474.0,1990.0
266,55-74 years,Armenia,2256838858.0,183800.0,6.7,male,1.0,11.0,2474.0,1990.0
267,25-34 years,Armenia,2256838858.0,307100.0,6.7,male,1.0,16.0,2474.0,1990.0
268,35-54 years,Armenia,2256838858.0,358000.0,6.7,female,1.0,15.0,2474.0,1990.0
269,15-24 years,Armenia,2256838858.0,272500.0,6.7,male,1.0,10.0,2474.0,1990.0
270,55-74 years,Armenia,2256838858.0,224100.0,6.7,female,1.0,6.0,2474.0,1990.0
271,75+ years,Armenia,2256838858.0,48900.0,6.7,female,1.0,1.0,2474.0,1990.0
272,25-34 years,Armenia,2256838858.0,320700.0,6.7,female,1.0,4.0,2474.0,1990.0
273,15-24 years,Armenia,2256838858.0,258500.0,6.7,female,1.0,3.0,2474.0,1990.0
274,5-14 years,Armenia,2256838858.0,316900.0,6.7,female,0.0,0.0,2474.0,1990.0
275,5-14 years,Armenia,2256838858.0,333600.0,6.7,male,0.0,0.0,2474.0,1990.0
276,75+ years,Armenia,2068526522.0,28800.0,6.7,male,2.0,5.0,2474.0,1991.0
277,25-34 years,Armenia,2068526522.0,313800.0,6.7,male,1.0,20.0,2474.0,1991.0
278,55-74 years,Armenia,2068526522.0,247900.0,6.7,female,1.0,11.0,2474.0,1991.0
279,55-74 years,Armenia,2068526522.0,203100.0,6.7,male,1.0,9.0,2474.0,1991.0
280,35-54 years,Armenia,2068526522.0,348500.0,6.7,male,1.0,14.0,2474.0,1991.0
281,75+ years,Armenia,2068526522.0,52900.0,6.7,female,1.0,2.0,2474.0,1991.0
282,35-54 years,Armenia,2068526522.0,396300.0,6.7,female,1.0,9.0,2474.0,1991.0
283,15-24 years,Armenia,2068526522.0,295300.0,6.7,male,1.0,6.0,2474.0,1991.0
284,25-34 years,Armenia,2068526522.0,342100.0,6.7,female,1.0,4.0,2474.0,1991.0
285,15-24 years,Armenia,2068526522.0,286400.0,6.7,female,0.0,0.0,2474.0,1991.0
286,5-14 years,Armenia,2068526522.0,349500.0,6.7,female,0.0,0.0,2474.0,1991.0
287,5-14 years,Armenia,2068526522.0,366200.0,6.7,male,0.0,0.0,2474.0,1991.0
288,75+ years,Armenia,1272577456.0,28200.0,6.7,male,2.0,3.0,2474.0,1992.0
289,55-74 years,Armenia,1272577456.0,215100.0,6.7,male,1.0,15.0,2474.0,1992.0
290,35-54 years,Armenia,1272577456.0,360400.0,6.7,male,1.0,22.0,2474.0,1992.0
291,25-34 years,Armenia,1272577456.0,312600.0,6.7,male,1.0,15.0,2474.0,1992.0
292,55-74 years,Armenia,1272577456.0,263400.0,6.7,female,1.0,10.0,2474.0,1992.0
