,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
5594,25-34 years,Iceland,8927140438.0,20851,2875.9,male,62.35,13,2000
5595,15-24 years,Iceland,8927140438.0,21730,2875.9,male,59.83,13,2000
5596,55-74 years,Iceland,8927140438.0,19771,2875.9,male,30.35,6,2000
5597,35-54 years,Iceland,8927140438.0,39024,2875.9,male,25.63,10,2000
5598,55-74 years,Iceland,8927140438.0,20653,2875.9,female,14.53,3,2000
5599,35-54 years,Iceland,8927140438.0,37863,2875.9,female,10.56,4,2000
5600,15-24 years,Iceland,8927140438.0,21102,2875.9,female,4.74,1,2000
5601,25-34 years,Iceland,8927140438.0,20451,2875.9,female,0.0,0,2000
5602,5-14 years,Iceland,8927140438.0,21521,2875.9,female,0.0,0,2000
5603,75+ years,Iceland,8927140438.0,8330,2875.9,female,0.0,0,2000
5604,5-14 years,Iceland,8927140438.0,22548,2875.9,male,0.0,0,2000
5605,75+ years,Iceland,8927140438.0,5879,2875.9,male,0.0,0,2000
5606,15-24 years,Iceland,8136345144.0,21707,2540.7,male,36.85,8,2001
5607,75+ years,Iceland,8136345144.0,6101,2540.7,male,32.78,2,2001
5608,25-34 years,Iceland,8136345144.0,21119,2540.7,male,23.68,5,2001
5609,35-54 years,Iceland,8136345144.0,39779,2540.7,male,22.63,9,2001
5610,55-74 years,Iceland,8136345144.0,20268,2540.7,male,19.74,4,2001
5611,35-54 years,Iceland,8136345144.0,38708,2540.7,female,12.92,5,2001
5612,25-34 years,Iceland,8136345144.0,20597,2540.7,female,9.71,2,2001
5613,55-74 years,Iceland,8136345144.0,21059,2540.7,female,4.75,1,2001
5614,15-24 years,Iceland,8136345144.0,21182,2540.7,female,0.0,0,2001
5615,5-14 years,Iceland,8136345144.0,21737,2540.7,female,0.0,0,2001
5616,75+ years,Iceland,8136345144.0,8552,2540.7,female,0.0,0,2001
5617,5-14 years,Iceland,8136345144.0,22929,2540.7,male,0.0,0,2001
5618,25-34 years,Iceland,9207689916.0,20997,2874.8,male,33.34,7,2002
5619,55-74 years,Iceland,9207689916.0,20853,2874.8,male,28.77,6,2002
5620,15-24 years,Iceland,9207689916.0,21620,2874.8,male,13.88,3,2002
5621,75+ years,Iceland,9207689916.0,8798,2874.8,female,11.37,1,2002
5622,35-54 years,Iceland,9207689916.0,39430,2874.8,female,10.14,4,2002
5623,35-54 years,Iceland,9207689916.0,40266,2874.8,male,9.93,4,2002
5624,25-34 years,Iceland,9207689916.0,20483,2874.8,female,9.76,2,2002
5625,55-74 years,Iceland,9207689916.0,21481,2874.8,female,9.31,2,2002
5626,15-24 years,Iceland,9207689916.0,21091,2874.8,female,4.74,1,2002
5627,5-14 years,Iceland,9207689916.0,21996,2874.8,female,0.0,0,2002
5628,5-14 years,Iceland,9207689916.0,23134,2874.8,male,0.0,0,2002
5629,75+ years,Iceland,9207689916.0,6306,2874.8,male,0.0,0,2002
5630,55-74 years,Iceland,11316441660.0,21464,3655.4,male,27.95,6,2003
5631,15-24 years,Iceland,11316441660.0,21857,3655.4,male,22.88,5,2003
5632,35-54 years,Iceland,11316441660.0,40516,3655.4,male,19.75,8,2003
5633,55-74 years,Iceland,11316441660.0,22054,3655.4,female,18.14,4,2003
5634,25-34 years,Iceland,11316441660.0,20281,3655.4,female,4.93,1,2003
5635,25-34 years,Iceland,11316441660.0,20791,3655.4,male,4.81,1,2003
5636,35-54 years,Iceland,11316441660.0,39836,3655.4,female,2.51,1,2003
5637,15-24 years,Iceland,11316441660.0,21105,3655.4,female,0.0,0,2003
5638,5-14 years,Iceland,11316441660.0,21939,3655.4,female,0.0,0,2003
5639,75+ years,Iceland,11316441660.0,9063,3655.4,female,0.0,0,2003
5640,5-14 years,Iceland,11316441660.0,22892,3655.4,male,0.0,0,2003
5641,75+ years,Iceland,11316441660.0,6532,3655.4,male,0.0,0,2003
5642,75+ years,Iceland,13722824251.0,6720,4282.4,male,44.64,3,2004
5643,15-24 years,Iceland,13722824251.0,21991,4282.4,male,27.28,6,2004
5644,35-54 years,Iceland,13722824251.0,41248,4282.4,male,21.82,9,2004
5645,25-34 years,Iceland,13722824251.0,20526,4282.4,female,19.49,4,2004
5646,25-34 years,Iceland,13722824251.0,21106,4282.4,male,18.95,4,2004
5647,55-74 years,Iceland,13722824251.0,22162,4282.4,male,18.05,4,2004
5648,55-74 years,Iceland,13722824251.0,22573,4282.4,female,8.86,2,2004
5649,35-54 years,Iceland,13722824251.0,40199,4282.4,female,4.98,2,2004
5650,15-24 years,Iceland,13722824251.0,21091,4282.4,female,4.74,1,2004
5651,5-14 years,Iceland,13722824251.0,21899,4282.4,female,0.0,0,2004
5652,75+ years,Iceland,13722824251.0,9282,4282.4,female,0.0,0,2004
5653,5-14 years,Iceland,13722824251.0,22791,4282.4,male,0.0,0,2004
5654,25-34 years,Iceland,16691490114.0,21570,5486.6,male,27.82,6,2005
5655,35-54 years,Iceland,16691490114.0,41539,5486.6,male,24.07,10,2005
5656,55-74 years,Iceland,16691490114.0,22932,5486.6,male,21.8,5,2005
5657,35-54 years,Iceland,16691490114.0,40540,5486.6,female,14.8,6,2005
5658,15-24 years,Iceland,16691490114.0,22100,5486.6,male,13.57,3,2005
5659,55-74 years,Iceland,16691490114.0,23186,5486.6,female,12.94,3,2005
5660,15-24 years,Iceland,16691490114.0,21198,5486.6,female,0.0,0,2005
5661,25-34 years,Iceland,16691490114.0,20904,5486.6,female,0.0,0,2005
5662,5-14 years,Iceland,16691490114.0,21721,5486.6,female,0.0,0,2005
5663,75+ years,Iceland,16691490114.0,9566,5486.6,female,0.0,0,2005
5664,5-14 years,Iceland,16691490114.0,22712,5486.6,male,0.0,0,2005
5665,75+ years,Iceland,16691490114.0,6961,5486.6,male,0.0,0,2005
5666,15-24 years,Iceland,17048647568.0,22771,5479.7,male,26.35,6,2006
5667,35-54 years,Iceland,17048647568.0,44013,5479.7,male,22.72,10,2006
5668,55-74 years,Iceland,17048647568.0,23812,5479.7,male,16.8,4,2006
5669,35-54 years,Iceland,17048647568.0,40957,5479.7,female,14.65,6,2006
5670,55-74 years,Iceland,17048647568.0,23797,5479.7,female,12.61,3,2006
5671,25-34 years,Iceland,17048647568.0,23135,5479.7,male,8.64,2,2006
5672,25-34 years,Iceland,17048647568.0,21650,5479.7,female,4.62,1,2006
5673,15-24 years,Iceland,17048647568.0,21657,5479.7,female,0.0,0,2006
5674,5-14 years,Iceland,17048647568.0,21538,5479.7,female,0.0,0,2006
5675,75+ years,Iceland,17048647568.0,9927,5479.7,female,0.0,0,2006
5676,5-14 years,Iceland,17048647568.0,22494,5479.7,male,0.0,0,2006
5677,75+ years,Iceland,17048647568.0,7248,5479.7,male,0.0,0,2006
5678,75+ years,Iceland,21319946740.0,7454,6615.6,male,40.25,3,2007
5679,15-24 years,Iceland,21319946740.0,23231,6615.6,male,30.13,7,2007
5680,35-54 years,Iceland,21319946740.0,45690,6615.6,male,26.26,12,2007
5681,25-34 years,Iceland,21319946740.0,24445,6615.6,male,24.54,6,2007
5682,75+ years,Iceland,21319946740.0,10165,6615.6,female,9.84,1,2007
5683,25-34 years,Iceland,21319946740.0,22098,6615.6,female,9.05,2,2007
5684,55-74 years,Iceland,21319946740.0,24464,6615.6,female,8.18,2,2007
5685,55-74 years,Iceland,21319946740.0,24652,6615.6,male,8.11,2,2007
5686,15-24 years,Iceland,21319946740.0,22072,6615.6,female,4.53,1,2007
5687,35-54 years,Iceland,21319946740.0,41594,6615.6,female,2.4,1,2007
5688,5-14 years,Iceland,21319946740.0,21535,6615.6,female,0.0,0,2007
5689,5-14 years,Iceland,21319946740.0,22312,6615.6,male,0.0,0,2007
5690,55-74 years,Iceland,17658408759.0,25539,4376.7,male,27.41,7,2008
5691,35-54 years,Iceland,17658408759.0,46462,4376.7,male,21.52,10,2008
5692,55-74 years,Iceland,17658408759.0,25254,4376.7,female,19.8,5,2008
5693,25-34 years,Iceland,17658408759.0,25691,4376.7,male,19.46,5,2008
5694,15-24 years,Iceland,17658408759.0,24143,4376.7,male,16.57,4,2008
5695,75+ years,Iceland,17658408759.0,7603,4376.7,male,13.15,1,2008
5696,35-54 years,Iceland,17658408759.0,42525,4376.7,female,9.41,4,2008
5697,25-34 years,Iceland,17658408759.0,22818,4376.7,female,8.77,2,2008
5698,15-24 years,Iceland,17658408759.0,22861,4376.7,female,0.0,0,2008
5699,5-14 years,Iceland,17658408759.0,21461,4376.7,female,0.0,0,2008
5700,75+ years,Iceland,17658408759.0,10302,4376.7,female,0.0,0,2008
5701,5-14 years,Iceland,17658408759.0,22177,4376.7,male,0.0,0,2008
5702,55-74 years,Iceland,12944114736.0,26267,3433.1,male,38.07,10,2009
5703,25-34 years,Iceland,12944114736.0,24715,3433.1,male,24.28,6,2009
5704,35-54 years,Iceland,12944114736.0,44805,3433.1,male,22.32,10,2009
5705,35-54 years,Iceland,12944114736.0,42732,3433.1,female,14.04,6,2009
5706,75+ years,Iceland,12944114736.0,7788,3433.1,male,12.84,1,2009
5707,15-24 years,Iceland,12944114736.0,23991,3433.1,male,8.34,2,2009
5708,55-74 years,Iceland,12944114736.0,26010,3433.1,female,3.84,1,2009
5709,15-24 years,Iceland,12944114736.0,22973,3433.1,female,0.0,0,2009
5710,25-34 years,Iceland,12944114736.0,22959,3433.1,female,0.0,0,2009
5711,5-14 years,Iceland,12944114736.0,21382,3433.1,female,0.0,0,2009
5712,75+ years,Iceland,12944114736.0,10439,3433.1,female,0.0,0,2009
5713,5-14 years,Iceland,12944114736.0,22143,3433.1,male,0.0,0,2009
5714,75+ years,Iceland,13310567803.0,7930,3529.4,male,37.83,3,2010
5715,25-34 years,Iceland,13310567803.0,23610,3529.4,male,33.88,8,2010
5716,55-74 years,Iceland,13310567803.0,26976,3529.4,male,25.95,7,2010
5717,35-54 years,Iceland,13310567803.0,43584,3529.4,male,25.24,11,2010
5718,15-24 years,Iceland,13310567803.0,23905,3529.4,male,25.1,6,2010
5719,35-54 years,Iceland,13310567803.0,42526,3529.4,female,11.76,5,2010
5720,55-74 years,Iceland,13310567803.0,26898,3529.4,female,11.15,3,2010
5721,5-14 years,Iceland,13310567803.0,21935,3529.4,male,4.56,1,2010
5722,25-34 years,Iceland,13310567803.0,22558,3529.4,female,4.43,1,2010
5723,15-24 years,Iceland,13310567803.0,22907,3529.4,female,4.37,1,2010
5724,5-14 years,Iceland,13310567803.0,21185,3529.4,female,0.0,0,2010
5725,75+ years,Iceland,13310567803.0,10606,3529.4,female,0.0,0,2010
5726,25-34 years,Iceland,14732689535.0,23085,3966.8,male,21.66,5,2011
5727,55-74 years,Iceland,14732689535.0,27936,3966.8,male,21.48,6,2011
5728,35-54 years,Iceland,14732689535.0,43120,3966.8,male,18.55,8,2011
5729,15-24 years,Iceland,14732689535.0,24083,3966.8,male,8.3,2,2011
5730,55-74 years,Iceland,14732689535.0,27822,3966.8,female,7.19,2,2011
5731,5-14 years,Iceland,14732689535.0,21828,3966.8,male,4.58,1,2011
5732,25-34 years,Iceland,14732689535.0,22337,3966.8,female,4.48,1,2011
5733,15-24 years,Iceland,14732689535.0,22926,3966.8,female,4.36,1,2011
5734,35-54 years,Iceland,14732689535.0,42475,3966.8,female,2.35,1,2011
5735,5-14 years,Iceland,14732689535.0,21068,3966.8,female,0.0,0,2011
5736,75+ years,Iceland,14732689535.0,10762,3966.8,female,0.0,0,2011
5737,75+ years,Iceland,14732689535.0,8033,3966.8,male,0.0,0,2011
5738,25-34 years,Iceland,14292008745.0,22931,3900.8,male,30.53,7,2012
5739,75+ years,Iceland,14292008745.0,8207,3900.8,male,24.37,2,2012
5740,55-74 years,Iceland,14292008745.0,28966,3900.8,male,20.71,6,2012
5741,35-54 years,Iceland,14292008745.0,42696,3900.8,male,18.74,8,2012
5742,55-74 years,Iceland,14292008745.0,28784,3900.8,female,13.9,4,2012
5743,15-24 years,Iceland,14292008745.0,24210,3900.8,male,12.39,3,2012
5744,25-34 years,Iceland,14292008745.0,22249,3900.8,female,8.99,2,2012
5745,15-24 years,Iceland,14292008745.0,22968,3900.8,female,8.71,2,2012
5746,35-54 years,Iceland,14292008745.0,42450,3900.8,female,7.07,3,2012
5747,5-14 years,Iceland,14292008745.0,21068,3900.8,female,0.0,0,2012
5748,75+ years,Iceland,14292008745.0,10882,3900.8,female,0.0,0,2012
5749,5-14 years,Iceland,14292008745.0,21827,3900.8,male,0.0,0,2012
5750,75+ years,Iceland,15548321544.0,8368,4302.1,male,59.75,5,2013
5751,25-34 years,Iceland,15548321544.0,23318,4302.1,male,30.02,7,2013
5752,35-54 years,Iceland,15548321544.0,42535,4302.1,male,28.21,12,2013
5753,75+ years,Iceland,15548321544.0,10950,4302.1,female,27.4,3,2013
5754,15-24 years,Iceland,15548321544.0,24215,4302.1,male,20.65,5,2013
5755,55-74 years,Iceland,15548321544.0,29974,4302.1,male,20.02,6,2013
5756,25-34 years,Iceland,15548321544.0,22445,4302.1,female,13.37,3,2013
5757,35-54 years,Iceland,15548321544.0,42524,4302.1,female,11.76,5,2013
5758,55-74 years,Iceland,15548321544.0,29831,4302.1,female,10.06,3,2013
5759,15-24 years,Iceland,15548321544.0,22970,4302.1,female,0.0,0,2013
5760,5-14 years,Iceland,15548321544.0,21275,4302.1,female,0.0,0,2013
5761,5-14 years,Iceland,15548321544.0,22051,4302.1,male,0.0,0,2013
5762,75+ years,Iceland,17304033021.0,8491,4847.0,male,58.89,5,2014
5763,25-34 years,Iceland,17304033021.0,23711,4847.0,male,37.96,9,2014
5764,55-74 years,Iceland,17304033021.0,31027,4847.0,male,25.78,8,2014
5765,15-24 years,Iceland,17304033021.0,24185,4847.0,male,16.54,4,2014
5766,35-54 years,Iceland,17304033021.0,42731,4847.0,male,16.38,7,2014
5767,35-54 years,Iceland,17304033021.0,42655,4847.0,female,9.38,4,2014
5768,75+ years,Iceland,17304033021.0,11043,4847.0,female,9.06,1,2014
5769,25-34 years,Iceland,17304033021.0,22708,4847.0,female,8.81,2,2014
5770,15-24 years,Iceland,17304033021.0,22989,4847.0,female,8.7,2,2014
5771,55-74 years,Iceland,17304033021.0,30942,4847.0,female,6.46,2,2014
5772,5-14 years,Iceland,17304033021.0,21544,4847.0,female,0.0,0,2014
5773,5-14 years,Iceland,17304033021.0,22446,4847.0,male,0.0,0,2014
5774,15-24 years,Iceland,16942247374.0,24116,4656.4,male,29.03,7,2015
5775,35-54 years,Iceland,16942247374.0,43119,4656.4,male,25.51,11,2015
5776,25-34 years,Iceland,16942247374.0,24128,4656.4,male,24.87,6,2015
5777,55-74 years,Iceland,16942247374.0,32013,4656.4,female,18.74,6,2015
5778,75+ years,Iceland,16942247374.0,11158,4656.4,female,17.92,2,2015
5779,55-74 years,Iceland,16942247374.0,32159,4656.4,male,15.55,5,2015
5780,35-54 years,Iceland,16942247374.0,42858,4656.4,female,4.67,2,2015
5781,25-34 years,Iceland,16942247374.0,22913,4656.4,female,4.36,1,2015
5782,15-24 years,Iceland,16942247374.0,22962,4656.4,female,0.0,0,2015
5783,5-14 years,Iceland,16942247374.0,21738,4656.4,female,0.0,0,2015
5784,5-14 years,Iceland,16942247374.0,22771,4656.4,male,0.0,0,2015
5785,75+ years,Iceland,16942247374.0,8619,4656.4,male,0.0,0,2015
5786,25-34 years,Iceland,20304098101.0,25029,5526.6,male,31.96,8,2016
5787,55-74 years,Iceland,20304098101.0,33247,5526.6,male,30.08,10,2016
5788,35-54 years,Iceland,20304098101.0,44024,5526.6,male,24.99,11,2016
5789,15-24 years,Iceland,20304098101.0,24099,5526.6,male,24.9,6,2016
5790,75+ years,Iceland,20304098101.0,8723,5526.6,male,11.46,1,2016
5791,25-34 years,Iceland,20304098101.0,23233,5526.6,female,8.61,2,2016
5792,55-74 years,Iceland,20304098101.0,32963,5526.6,female,6.07,2,2016
5793,15-24 years,Iceland,20304098101.0,22971,5526.6,female,0.0,0,2016
5794,35-54 years,Iceland,20304098101.0,43216,5526.6,female,0.0,0,2016
5795,75+ years,Iceland,20304098101.0,11268,5526.6,female,0.0,0,2016
5796,55-74 years,Ireland,21295486383.0,251800,,male,25.81,65,1985
5797,25-34 years,Ireland,21295486383.0,251000,,male,18.73,47,1985
5798,15-24 years,Ireland,21295486383.0,314400,,male,15.27,48,1985
5799,35-54 years,Ireland,21295486383.0,367300,,male,13.89,51,1985
5800,55-74 years,Ireland,21295486383.0,274200,,female,7.66,21,1985
5801,75+ years,Ireland,21295486383.0,56000,,male,7.14,4,1985
5802,35-54 years,Ireland,21295486383.0,353200,,female,6.8,24,1985
5803,25-34 years,Ireland,21295486383.0,248300,,female,4.43,11,1985
5804,75+ years,Ireland,21295486383.0,85900,,female,1.16,1,1985
5805,15-24 years,Ireland,21295486383.0,303600,,female,0.99,3,1985
5806,5-14 years,Ireland,21295486383.0,360200,,male,0.28,1,1985
5807,5-14 years,Ireland,21295486383.0,342300,,female,0.0,0,1985
5808,55-74 years,Ireland,28748960471.0,249700,,male,24.83,62,1986
5809,25-34 years,Ireland,28748960471.0,251300,,male,18.7,47,1986
5810,35-54 years,Ireland,28748960471.0,372400,,male,15.04,56,1986
5811,15-24 years,Ireland,28748960471.0,314000,,male,14.01,44,1986
5812,75+ years,Ireland,28748960471.0,56700,,male,8.82,5,1986
5813,35-54 years,Ireland,28748960471.0,358500,,female,6.97,25,1986
5814,55-74 years,Ireland,28748960471.0,273000,,female,6.59,18,1986
5815,25-34 years,Ireland,28748960471.0,249900,,female,5.2,13,1986
5816,15-24 years,Ireland,28748960471.0,303500,,female,3.29,10,1986
5817,75+ years,Ireland,28748960471.0,87100,,female,1.15,1,1986
5818,5-14 years,Ireland,28748960471.0,359200,,male,0.28,1,1986
5819,5-14 years,Ireland,28748960471.0,341400,,female,0.0,0,1986
5820,55-74 years,Ireland,33961142322.0,247700,,male,23.42,58,1987
5821,25-34 years,Ireland,33961142322.0,251100,,male,15.53,39,1987
5822,35-54 years,Ireland,33961142322.0,380400,,male,14.2,54,1987
5823,15-24 years,Ireland,33961142322.0,313100,,male,9.26,29,1987
5824,75+ years,Ireland,33961142322.0,58500,,male,8.55,5,1987
5825,75+ years,Ireland,33961142322.0,89800,,female,6.68,6,1987
5826,55-74 years,Ireland,33961142322.0,272000,,female,6.25,17,1987
5827,35-54 years,Ireland,33961142322.0,366500,,female,5.73,21,1987
5828,25-34 years,Ireland,33961142322.0,250700,,female,3.19,8,1987
5829,15-24 years,Ireland,33961142322.0,301200,,female,2.32,7,1987
5830,5-14 years,Ireland,33961142322.0,340100,,female,0.29,1,1987
5831,5-14 years,Ireland,33961142322.0,358600,,male,0.0,0,1987
5832,75+ years,Ireland,37818134253.0,59600,,male,25.17,15,1988
5833,25-34 years,Ireland,37818134253.0,248600,,male,20.11,50,1988
5834,55-74 years,Ireland,37818134253.0,246600,,male,19.06,47,1988
5835,15-24 years,Ireland,37818134253.0,312200,,male,15.05,47,1988
5836,35-54 years,Ireland,37818134253.0,388200,,male,9.27,36,1988
5837,35-54 years,Ireland,37818134253.0,374900,,female,8.54,32,1988
5838,55-74 years,Ireland,37818134253.0,271500,,female,6.63,18,1988
5839,25-34 years,Ireland,37818134253.0,249000,,female,5.22,13,1988
5840,75+ years,Ireland,37818134253.0,91600,,female,2.18,2,1988
5841,15-24 years,Ireland,37818134253.0,298100,,female,2.01,6,1988
5842,5-14 years,Ireland,37818134253.0,337800,,female,0.0,0,1988
5843,5-14 years,Ireland,37818134253.0,355400,,male,0.0,0,1988
5844,35-54 years,Ireland,39285385088.0,397500,,male,19.37,77,1989
5845,75+ years,Ireland,39285385088.0,60700,,male,18.12,11,1989
5846,25-34 years,Ireland,39285385088.0,242200,,male,17.34,42,1989
5847,55-74 years,Ireland,39285385088.0,245400,,male,17.11,42,1989
5848,15-24 years,Ireland,39285385088.0,307900,,male,13.32,41,1989
5849,55-74 years,Ireland,39285385088.0,270300,,female,8.88,24,1989
5850,35-54 years,Ireland,39285385088.0,383000,,female,5.48,21,1989
5851,75+ years,Ireland,39285385088.0,95000,,female,5.26,5,1989
5852,25-34 years,Ireland,39285385088.0,242300,,female,3.3,8,1989
5853,15-24 years,Ireland,39285385088.0,293600,,female,2.38,7,1989
5854,5-14 years,Ireland,39285385088.0,333700,,female,0.0,0,1989
5855,5-14 years,Ireland,39285385088.0,351600,,male,0.0,0,1989
5856,55-74 years,Ireland,49364681256.0,244600,1879.3,male,23.71,58,1990
5857,25-34 years,Ireland,49364681256.0,236900,1879.3,male,21.53,51,1990
5858,35-54 years,Ireland,49364681256.0,406100,1879.3,male,20.93,85,1990
5859,75+ years,Ireland,49364681256.0,61000,1879.3,male,14.75,9,1990
5860,15-24 years,Ireland,49364681256.0,309400,1879.3,male,14.22,44,1990
5861,25-34 years,Ireland,49364681256.0,238400,1879.3,female,8.39,20,1990
5862,55-74 years,Ireland,49364681256.0,269100,1879.3,female,7.43,20,1990
5863,35-54 years,Ireland,49364681256.0,391200,1879.3,female,7.41,29,1990
5864,15-24 years,Ireland,49364681256.0,291300,1879.3,female,4.12,12,1990
5865,75+ years,Ireland,49364681256.0,97900,1879.3,female,2.04,2,1990
5866,5-14 years,Ireland,49364681256.0,347800,1879.3,male,1.15,4,1990
5867,5-14 years,Ireland,49364681256.0,330300,1879.3,female,0.0,0,1990
5868,25-34 years,Ireland,49847128533.0,243900,1955.3,male,28.29,69,1991
5869,35-54 years,Ireland,49847128533.0,407900,1955.3,male,22.31,91,1991
5870,55-74 years,Ireland,49847128533.0,247500,1955.3,male,21.41,53,1991
5871,15-24 years,Ireland,49847128533.0,307900,1955.3,male,19.81,61,1991
5872,75+ years,Ireland,49847128533.0,63600,1955.3,male,12.58,8,1991
5873,55-74 years,Ireland,49847128533.0,269800,1955.3,female,7.04,19,1991
5874,25-34 years,Ireland,49847128533.0,251600,1955.3,female,5.96,15,1991
5875,35-54 years,Ireland,49847128533.0,400200,1955.3,female,5.75,23,1991
5876,75+ years,Ireland,49847128533.0,99200,1955.3,female,2.02,2,1991
5877,15-24 years,Ireland,49847128533.0,293700,1955.3,female,1.36,4,1991
5878,5-14 years,Ireland,49847128533.0,324600,1955.3,female,0.0,0,1991
5879,5-14 years,Ireland,49847128533.0,342200,1955.3,male,0.0,0,1991
5880,25-34 years,Ireland,55985506499.0,246100,2111.1,male,32.51,80,1992
5881,55-74 years,Ireland,55985506499.0,248700,2111.1,male,24.13,60,1992
5882,15-24 years,Ireland,55985506499.0,313100,2111.1,male,21.72,68,1992
5883,35-54 years,Ireland,55985506499.0,416800,2111.1,male,19.67,82,1992
5884,75+ years,Ireland,55985506499.0,64800,2111.1,male,16.98,11,1992
5885,55-74 years,Ireland,55985506499.0,270500,2111.1,female,7.76,21,1992
5886,25-34 years,Ireland,55985506499.0,252800,2111.1,female,4.35,11,1992
5887,75+ years,Ireland,55985506499.0,101300,2111.1,female,3.95,4,1992
5888,35-54 years,Ireland,55985506499.0,410400,2111.1,female,3.9,16,1992
5889,15-24 years,Ireland,55985506499.0,297400,2111.1,female,2.02,6,1992
5890,5-14 years,Ireland,55985506499.0,339800,2111.1,male,0.88,3,1992
5891,5-14 years,Ireland,55985506499.0,321700,2111.1,female,0.0,0,1992
5892,25-34 years,Ireland,52480253169.0,247200,2042.0,male,23.06,57,1993
5893,55-74 years,Ireland,52480253169.0,250200,2042.0,male,22.38,56,1993
5894,35-54 years,Ireland,52480253169.0,426500,2042.0,male,19.93,85,1993
5895,15-24 years,Ireland,52480253169.0,316400,2042.0,male,14.22,45,1993
5896,75+ years,Ireland,52480253169.0,65100,2042.0,male,12.29,8,1993
5897,35-54 years,Ireland,52480253169.0,421100,2042.0,female,6.65,28,1993
5898,55-74 years,Ireland,52480253169.0,271400,2042.0,female,5.16,14,1993
5899,25-34 years,Ireland,52480253169.0,252600,2042.0,female,5.15,13,1993
5900,15-24 years,Ireland,52480253169.0,300100,2042.0,female,3.0,9,1993
5901,75+ years,Ireland,52480253169.0,102900,2042.0,female,2.92,3,1993
5902,5-14 years,Ireland,52480253169.0,335100,2042.0,male,2.39,8,1993
5903,5-14 years,Ireland,52480253169.0,317900,2042.0,female,0.0,0,1993
5904,25-34 years,Ireland,57166037102.0,249000,2143.8,male,30.92,77,1994
5905,35-54 years,Ireland,57166037102.0,436500,2143.8,male,22.68,99,1994
5906,15-24 years,Ireland,57166037102.0,318100,2143.8,male,21.69,69,1994
5907,75+ years,Ireland,57166037102.0,64700,2143.8,male,20.09,13,1994
5908,55-74 years,Ireland,57166037102.0,252800,2143.8,male,17.41,44,1994
5909,55-74 years,Ireland,57166037102.0,272800,2143.8,female,9.9,27,1994
5910,35-54 years,Ireland,57166037102.0,431300,2143.8,female,8.81,38,1994
5911,15-24 years,Ireland,57166037102.0,303000,2143.8,female,4.29,13,1994
5912,25-34 years,Ireland,57166037102.0,256100,2143.8,female,3.51,9,1994
5913,75+ years,Ireland,57166037102.0,103200,2143.8,female,2.91,3,1994
5914,5-14 years,Ireland,57166037102.0,328300,2143.8,male,0.61,2,1994
5915,5-14 years,Ireland,57166037102.0,310200,2143.8,female,0.0,0,1994
5916,25-34 years,Ireland,69222626263.0,253100,2465.4,male,26.47,67,1995
5917,35-54 years,Ireland,69222626263.0,444400,2465.4,male,24.98,111,1995
5918,15-24 years,Ireland,69222626263.0,319400,2465.4,male,23.79,76,1995
5919,75+ years,Ireland,69222626263.0,66000,2465.4,male,21.21,14,1995
5920,55-74 years,Ireland,69222626263.0,254200,2465.4,male,18.88,48,1995
5921,25-34 years,Ireland,69222626263.0,259200,2465.4,female,7.72,20,1995
5922,35-54 years,Ireland,69222626263.0,441600,2465.4,female,7.7,34,1995
5923,55-74 years,Ireland,69222626263.0,273900,2465.4,female,4.75,13,1995
5924,15-24 years,Ireland,69222626263.0,306300,2465.4,female,3.59,11,1995
5925,75+ years,Ireland,69222626263.0,105500,2465.4,female,2.84,3,1995
5926,5-14 years,Ireland,69222626263.0,319700,2465.4,male,1.25,4,1995
5927,5-14 years,Ireland,69222626263.0,302600,2465.4,female,0.66,2,1995
5928,25-34 years,Ireland,75880632560.0,257100,2483.6,male,34.62,89,1996
5929,15-24 years,Ireland,75880632560.0,323100,2483.6,male,25.38,82,1996
5930,35-54 years,Ireland,75880632560.0,454800,2483.6,male,24.41,111,1996
5931,75+ years,Ireland,75880632560.0,66900,2483.6,male,22.42,15,1996
5932,55-74 years,Ireland,75880632560.0,256900,2483.6,male,17.13,44,1996
5933,25-34 years,Ireland,75880632560.0,262900,2483.6,female,5.71,15,1996
5934,35-54 years,Ireland,75880632560.0,453300,2483.6,female,5.29,24,1996
5935,15-24 years,Ireland,75880632560.0,309800,2483.6,female,4.52,14,1996
5936,55-74 years,Ireland,75880632560.0,274300,2483.6,female,2.92,8,1996
5937,75+ years,Ireland,75880632560.0,107700,2483.6,female,1.86,2,1996
5938,5-14 years,Ireland,75880632560.0,312700,2483.6,male,1.28,4,1996
5939,5-14 years,Ireland,75880632560.0,296300,2483.6,female,0.0,0,1996
5940,15-24 years,Ireland,82826146132.0,327450,2392.3,male,32.07,105,1997
5941,25-34 years,Ireland,82826146132.0,261887,2392.3,male,30.55,80,1997
5942,35-54 years,Ireland,82826146132.0,467626,2392.3,male,26.94,126,1997
5943,55-74 years,Ireland,82826146132.0,260486,2392.3,male,18.81,49,1997
5944,75+ years,Ireland,82826146132.0,67496,2392.3,male,17.78,12,1997
5945,55-74 years,Ireland,82826146132.0,276097,2392.3,female,8.33,23,1997
5946,35-54 years,Ireland,82826146132.0,466997,2392.3,female,7.07,33,1997
5947,15-24 years,Ireland,82826146132.0,313447,2392.3,female,6.06,19,1997
5948,25-34 years,Ireland,82826146132.0,267638,2392.3,female,4.48,12,1997
5949,75+ years,Ireland,82826146132.0,109207,2392.3,female,2.75,3,1997
