,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
12225,15-24 years,Switzerland,272000000000.0,426957,3575.9,male,18.5,79,2000
12226,55-74 years,Switzerland,272000000000.0,723750,3575.9,female,17.69,128,2000
12227,35-54 years,Switzerland,272000000000.0,1072711,3575.9,female,11.56,124,2000
12228,25-34 years,Switzerland,272000000000.0,537823,3575.9,female,8.74,47,2000
12229,15-24 years,Switzerland,272000000000.0,410136,3575.9,female,4.88,20,2000
12230,5-14 years,Switzerland,272000000000.0,436831,3575.9,male,0.92,4,2000
12231,5-14 years,Switzerland,272000000000.0,412273,3575.9,female,0.24,1,2000
12232,75+ years,Switzerland,279000000000.0,188628,3730.8,male,84.82,160,2001
12233,55-74 years,Switzerland,279000000000.0,664460,3730.8,male,39.58,263,2001
12234,35-54 years,Switzerland,279000000000.0,1108319,3730.8,male,29.32,325,2001
12235,75+ years,Switzerland,279000000000.0,336369,3730.8,female,25.57,86,2001
12236,15-24 years,Switzerland,279000000000.0,432247,3730.8,male,21.98,95,2001
12237,25-34 years,Switzerland,279000000000.0,519553,3730.8,male,19.44,101,2001
12238,55-74 years,Switzerland,279000000000.0,734955,3730.8,female,17.01,125,2001
12239,35-54 years,Switzerland,279000000000.0,1087663,3730.8,female,11.31,123,2001
12240,25-34 years,Switzerland,279000000000.0,527458,3730.8,female,6.64,35,2001
12241,15-24 years,Switzerland,279000000000.0,414858,3730.8,female,5.06,21,2001
12242,5-14 years,Switzerland,279000000000.0,413077,3730.8,female,0.73,3,2001
12243,5-14 years,Switzerland,279000000000.0,438255,3730.8,male,0.23,1,2001
12244,75+ years,Switzerland,301000000000.0,197218,4103.7,male,82.65,163,2002
12245,55-74 years,Switzerland,301000000000.0,686103,4103.7,male,39.06,268,2002
12246,75+ years,Switzerland,301000000000.0,348120,4103.7,female,31.02,108,2002
12247,35-54 years,Switzerland,301000000000.0,1123342,4103.7,male,29.55,332,2002
12248,25-34 years,Switzerland,301000000000.0,508396,4103.7,male,27.54,140,2002
12249,55-74 years,Switzerland,301000000000.0,751668,4103.7,female,19.56,147,2002
12250,15-24 years,Switzerland,301000000000.0,432755,4103.7,male,17.79,77,2002
12251,35-54 years,Switzerland,301000000000.0,1109627,4103.7,female,13.61,151,2002
12252,15-24 years,Switzerland,301000000000.0,420181,4103.7,female,6.66,28,2002
12253,25-34 years,Switzerland,301000000000.0,514628,4103.7,female,6.02,31,2002
12254,5-14 years,Switzerland,301000000000.0,413946,4103.7,female,0.24,1,2002
12255,5-14 years,Switzerland,301000000000.0,436026,4103.7,male,0.0,0,2002
12256,75+ years,Switzerland,353000000000.0,198955,4769.4,male,74.39,148,2003
12257,55-74 years,Switzerland,353000000000.0,694078,4769.4,male,33.28,231,2003
12258,75+ years,Switzerland,353000000000.0,349975,4769.4,female,32.86,115,2003
12259,35-54 years,Switzerland,353000000000.0,1129591,4769.4,male,26.82,303,2003
12260,15-24 years,Switzerland,353000000000.0,435746,4769.4,male,18.13,79,2003
12261,55-74 years,Switzerland,353000000000.0,757920,4769.4,female,18.08,137,2003
12262,25-34 years,Switzerland,353000000000.0,504671,4769.4,male,16.84,85,2003
12263,35-54 years,Switzerland,353000000000.0,1116103,4769.4,female,10.39,116,2003
12264,25-34 years,Switzerland,353000000000.0,511185,4769.4,female,5.48,28,2003
12265,15-24 years,Switzerland,353000000000.0,423129,4769.4,female,4.96,21,2003
12266,5-14 years,Switzerland,353000000000.0,412868,4769.4,female,0.97,4,2003
12267,5-14 years,Switzerland,353000000000.0,435072,4769.4,male,0.46,2,2003
12268,75+ years,Switzerland,394000000000.0,203675,5152.2,male,78.56,160,2004
12269,55-74 years,Switzerland,394000000000.0,709636,5152.2,male,33.26,236,2004
12270,75+ years,Switzerland,394000000000.0,355144,5152.2,female,30.13,107,2004
12271,35-54 years,Switzerland,394000000000.0,1140983,5152.2,male,27.17,310,2004
12272,55-74 years,Switzerland,394000000000.0,769882,5152.2,female,18.96,146,2004
12273,25-34 years,Switzerland,394000000000.0,498009,5152.2,male,17.27,86,2004
12274,15-24 years,Switzerland,394000000000.0,441485,5152.2,male,14.5,64,2004
12275,35-54 years,Switzerland,394000000000.0,1128429,5152.2,female,10.55,119,2004
12276,25-34 years,Switzerland,394000000000.0,504589,5152.2,female,6.74,34,2004
12277,15-24 years,Switzerland,394000000000.0,428412,5152.2,female,4.9,21,2004
12278,5-14 years,Switzerland,394000000000.0,432800,5152.2,male,0.23,1,2004
12279,5-14 years,Switzerland,394000000000.0,410122,5152.2,female,0.0,0,2004
12280,75+ years,Switzerland,409000000000.0,209040,5273.0,male,84.67,177,2005
12281,55-74 years,Switzerland,409000000000.0,724348,5273.0,male,34.93,253,2005
12282,35-54 years,Switzerland,409000000000.0,1150857,5273.0,male,26.76,308,2005
12283,75+ years,Switzerland,409000000000.0,361212,5273.0,female,26.3,95,2005
12284,25-34 years,Switzerland,409000000000.0,493144,5273.0,male,18.25,90,2005
12285,15-24 years,Switzerland,409000000000.0,446784,5273.0,male,15.44,69,2005
12286,55-74 years,Switzerland,409000000000.0,780995,5273.0,female,15.24,119,2005
12287,35-54 years,Switzerland,409000000000.0,1139207,5273.0,female,10.8,123,2005
12288,25-34 years,Switzerland,409000000000.0,499595,5273.0,female,8.01,40,2005
12289,15-24 years,Switzerland,409000000000.0,432571,5273.0,female,5.32,23,2005
12290,5-14 years,Switzerland,409000000000.0,428639,5273.0,male,0.47,2,2005
12291,5-14 years,Switzerland,409000000000.0,405599,5273.0,female,0.0,0,2005
12292,75+ years,Switzerland,431000000000.0,214630,5334.4,male,75.94,163,2006
12293,55-74 years,Switzerland,431000000000.0,737861,5334.4,male,35.51,262,2006
12294,75+ years,Switzerland,431000000000.0,367433,5334.4,female,29.39,108,2006
12295,35-54 years,Switzerland,431000000000.0,1160789,5334.4,male,23.86,277,2006
12296,25-34 years,Switzerland,431000000000.0,490111,5334.4,male,19.38,95,2006
12297,55-74 years,Switzerland,431000000000.0,791524,5334.4,female,18.82,149,2006
12298,15-24 years,Switzerland,431000000000.0,451849,5334.4,male,14.16,64,2006
12299,35-54 years,Switzerland,431000000000.0,1149200,5334.4,female,11.23,129,2006
12300,25-34 years,Switzerland,431000000000.0,496129,5334.4,female,6.85,34,2006
12301,15-24 years,Switzerland,431000000000.0,436450,5334.4,female,5.27,23,2006
12302,5-14 years,Switzerland,431000000000.0,399721,5334.4,female,0.75,3,2006
12303,5-14 years,Switzerland,431000000000.0,422780,5334.4,male,0.47,2,2006
12304,75+ years,Switzerland,480000000000.0,220706,5733.3,male,86.54,191,2007
12305,55-74 years,Switzerland,480000000000.0,751082,5733.3,male,36.61,275,2007
12306,75+ years,Switzerland,480000000000.0,373618,5733.3,female,32.65,122,2007
12307,35-54 years,Switzerland,480000000000.0,1173821,5733.3,male,25.3,297,2007
12308,55-74 years,Switzerland,480000000000.0,802392,5733.3,female,17.2,138,2007
12309,25-34 years,Switzerland,480000000000.0,493019,5733.3,male,16.23,80,2007
12310,15-24 years,Switzerland,480000000000.0,457991,5733.3,male,16.16,74,2007
12311,35-54 years,Switzerland,480000000000.0,1159958,5733.3,female,9.57,111,2007
12312,15-24 years,Switzerland,480000000000.0,441640,5733.3,female,8.15,36,2007
12313,25-34 years,Switzerland,480000000000.0,497366,5733.3,female,6.43,32,2007
12314,5-14 years,Switzerland,480000000000.0,417683,5733.3,male,0.72,3,2007
12315,5-14 years,Switzerland,480000000000.0,394319,5733.3,female,0.25,1,2007
12316,75+ years,Switzerland,554000000000.0,226861,6520.2,male,77.14,175,2008
12317,55-74 years,Switzerland,554000000000.0,765611,6520.2,male,32.78,251,2008
12318,75+ years,Switzerland,554000000000.0,379587,6520.2,female,30.82,117,2008
12319,35-54 years,Switzerland,554000000000.0,1190221,6520.2,male,24.45,291,2008
12320,55-74 years,Switzerland,554000000000.0,814507,6520.2,female,19.64,160,2008
12321,25-34 years,Switzerland,554000000000.0,502793,6520.2,male,15.71,79,2008
12322,15-24 years,Switzerland,554000000000.0,465273,6520.2,male,13.76,64,2008
12323,35-54 years,Switzerland,554000000000.0,1172352,6520.2,female,9.55,112,2008
12324,25-34 years,Switzerland,554000000000.0,504566,6520.2,female,6.94,35,2008
12325,15-24 years,Switzerland,554000000000.0,447843,6520.2,female,6.48,29,2008
12326,5-14 years,Switzerland,554000000000.0,414488,6520.2,male,0.24,1,2008
12327,5-14 years,Switzerland,554000000000.0,390773,6520.2,female,0.0,0,2008
12448,75+ years,Turkmenistan,3189539641.0,34100,54.9,female,35.19,12,1990
12449,75+ years,Turkmenistan,3189539641.0,16700,54.9,male,29.94,5,1990
12450,35-54 years,Turkmenistan,3189539641.0,268100,54.9,male,24.24,65,1990
12451,25-34 years,Turkmenistan,3189539641.0,292800,54.9,male,20.83,61,1990
12452,55-74 years,Turkmenistan,3189539641.0,117000,54.9,male,19.66,23,1990
12453,15-24 years,Turkmenistan,3189539641.0,360200,54.9,male,15.55,56,1990
12454,15-24 years,Turkmenistan,3189539641.0,351300,54.9,female,7.69,27,1990
12455,35-54 years,Turkmenistan,3189539641.0,277100,54.9,female,6.5,18,1990
12456,55-74 years,Turkmenistan,3189539641.0,153300,54.9,female,5.87,9,1990
12457,25-34 years,Turkmenistan,3189539641.0,306400,54.9,female,5.22,16,1990
12458,5-14 years,Turkmenistan,3189539641.0,455200,54.9,male,1.32,6,1990
12459,5-14 years,Turkmenistan,3189539641.0,447600,54.9,female,0.0,0,1990
12460,35-54 years,Turkmenistan,3208098919.0,278100,54.9,male,19.78,55,1991
12461,75+ years,Turkmenistan,3208098919.0,15800,54.9,male,18.99,3,1991
12462,55-74 years,Turkmenistan,3208098919.0,121300,54.9,male,18.14,22,1991
12463,25-34 years,Turkmenistan,3208098919.0,298500,54.9,male,17.76,53,1991
12464,15-24 years,Turkmenistan,3208098919.0,369500,54.9,male,13.53,50,1991
12465,55-74 years,Turkmenistan,3208098919.0,156600,54.9,female,11.49,18,1991
12466,15-24 years,Turkmenistan,3208098919.0,358300,54.9,female,8.65,31,1991
12467,25-34 years,Turkmenistan,3208098919.0,314100,54.9,female,6.37,20,1991
12468,75+ years,Turkmenistan,3208098919.0,32400,54.9,female,6.17,2,1991
12469,35-54 years,Turkmenistan,3208098919.0,288300,54.9,female,5.2,15,1991
12470,5-14 years,Turkmenistan,3208098919.0,468900,54.9,male,0.64,3,1991
12471,5-14 years,Turkmenistan,3208098919.0,460700,54.9,female,0.22,1,1991
12472,35-54 years,Turkmenistan,3200539816.0,277400,54.9,male,21.99,61,1992
12473,25-34 years,Turkmenistan,3200539816.0,305500,54.9,male,16.04,49,1992
12474,15-24 years,Turkmenistan,3200539816.0,378800,54.9,male,15.84,60,1992
12475,75+ years,Turkmenistan,3200539816.0,32700,54.9,female,15.29,5,1992
12476,15-24 years,Turkmenistan,3200539816.0,365400,54.9,female,9.03,33,1992
12477,55-74 years,Turkmenistan,3200539816.0,159700,54.9,female,8.77,14,1992
12478,55-74 years,Turkmenistan,3200539816.0,138600,54.9,male,7.94,11,1992
12479,75+ years,Turkmenistan,3200539816.0,16000,54.9,male,6.25,1,1992
12480,35-54 years,Turkmenistan,3200539816.0,302000,54.9,female,5.3,16,1992
12481,25-34 years,Turkmenistan,3200539816.0,320400,54.9,female,3.12,10,1992
12482,5-14 years,Turkmenistan,3200539816.0,482600,54.9,male,1.86,9,1992
12483,5-14 years,Turkmenistan,3200539816.0,473800,54.9,female,0.42,2,1992
12484,75+ years,Turkmenistan,3179225949.0,16800,54.9,male,23.81,4,1993
12485,35-54 years,Turkmenistan,3179225949.0,310000,54.9,male,17.74,55,1993
12486,55-74 years,Turkmenistan,3179225949.0,134000,54.9,male,17.16,23,1993
12487,25-34 years,Turkmenistan,3179225949.0,319000,54.9,male,12.54,40,1993
12488,55-74 years,Turkmenistan,3179225949.0,159500,54.9,female,11.91,19,1993
12489,15-24 years,Turkmenistan,3179225949.0,403300,54.9,male,11.41,46,1993
12490,15-24 years,Turkmenistan,3179225949.0,367200,54.9,female,6.81,25,1993
12491,75+ years,Turkmenistan,3179225949.0,30000,54.9,female,6.67,2,1993
12492,25-34 years,Turkmenistan,3179225949.0,325200,54.9,female,3.69,12,1993
12493,35-54 years,Turkmenistan,3179225949.0,312300,54.9,female,2.24,7,1993
12494,5-14 years,Turkmenistan,3179225949.0,489900,54.9,male,1.02,5,1993
12495,5-14 years,Turkmenistan,3179225949.0,463900,54.9,female,0.43,2,1993
12496,75+ years,Turkmenistan,2561118608.0,25900,54.9,female,34.75,9,1994
12497,55-74 years,Turkmenistan,2561118608.0,137700,54.9,male,15.25,21,1994
12498,35-54 years,Turkmenistan,2561118608.0,326800,54.9,male,14.38,47,1994
12499,25-34 years,Turkmenistan,2561118608.0,325300,54.9,male,12.6,41,1994
12500,15-24 years,Turkmenistan,2561118608.0,412000,54.9,male,12.38,51,1994
12501,55-74 years,Turkmenistan,2561118608.0,157900,54.9,female,6.97,11,1994
12502,15-24 years,Turkmenistan,2561118608.0,381300,54.9,female,6.29,24,1994
12503,75+ years,Turkmenistan,2561118608.0,16700,54.9,male,5.99,1,1994
12504,35-54 years,Turkmenistan,2561118608.0,328100,54.9,female,4.27,14,1994
12505,25-34 years,Turkmenistan,2561118608.0,328900,54.9,female,3.04,10,1994
12506,5-14 years,Turkmenistan,2561118608.0,504500,54.9,male,0.79,4,1994
12507,5-14 years,Turkmenistan,2561118608.0,478000,54.9,female,0.21,1,1994
12508,35-54 years,Turkmenistan,2482228440.0,351500,68.0,male,18.49,65,1995
12509,55-74 years,Turkmenistan,2482228440.0,146100,68.0,male,16.43,24,1995
12510,15-24 years,Turkmenistan,2482228440.0,433400,68.0,male,13.38,58,1995
12511,75+ years,Turkmenistan,2482228440.0,15500,68.0,male,12.9,2,1995
12512,25-34 years,Turkmenistan,2482228440.0,351500,68.0,male,10.24,36,1995
12513,15-24 years,Turkmenistan,2482228440.0,433100,68.0,female,5.31,23,1995
12514,55-74 years,Turkmenistan,2482228440.0,177100,68.0,female,3.95,7,1995
12515,25-34 years,Turkmenistan,2482228440.0,361600,68.0,female,3.04,11,1995
12516,75+ years,Turkmenistan,2482228440.0,33700,68.0,female,2.97,1,1995
12517,35-54 years,Turkmenistan,2482228440.0,366200,68.0,female,2.18,8,1995
12518,5-14 years,Turkmenistan,2482228440.0,584500,68.0,male,1.2,7,1995
12519,5-14 years,Turkmenistan,2482228440.0,564000,68.0,female,0.35,2,1995
12520,55-74 years,Turkmenistan,2379281768.0,148900,22.2,male,20.82,31,1996
12521,15-24 years,Turkmenistan,2379281768.0,442700,22.2,male,17.17,76,1996
12522,35-54 years,Turkmenistan,2379281768.0,368800,22.2,male,16.54,61,1996
12523,25-34 years,Turkmenistan,2379281768.0,355400,22.2,male,14.35,51,1996
12524,75+ years,Turkmenistan,2379281768.0,33700,22.2,female,11.87,4,1996
12525,75+ years,Turkmenistan,2379281768.0,15500,22.2,male,6.45,1,1996
12526,55-74 years,Turkmenistan,2379281768.0,178400,22.2,female,5.04,9,1996
12527,15-24 years,Turkmenistan,2379281768.0,439600,22.2,female,3.87,17,1996
12528,25-34 years,Turkmenistan,2379281768.0,366300,22.2,female,3.0,11,1996
12529,35-54 years,Turkmenistan,2379281768.0,384900,22.2,female,2.34,9,1996
12530,5-14 years,Turkmenistan,2379281768.0,600000,22.2,male,1.67,10,1996
12531,5-14 years,Turkmenistan,2379281768.0,578800,22.2,female,0.52,3,1996
12532,25-34 years,Turkmenistan,2450084970.0,359800,44.8,male,20.57,74,1997
12533,15-24 years,Turkmenistan,2450084970.0,453200,44.8,male,19.42,88,1997
12534,35-54 years,Turkmenistan,2450084970.0,386700,44.8,male,17.07,66,1997
12535,55-74 years,Turkmenistan,2450084970.0,150000,44.8,male,14.0,21,1997
12536,15-24 years,Turkmenistan,2450084970.0,446700,44.8,female,8.28,37,1997
12537,75+ years,Turkmenistan,2450084970.0,15400,44.8,male,6.49,1,1997
12538,35-54 years,Turkmenistan,2450084970.0,404600,44.8,female,3.71,15,1997
12539,55-74 years,Turkmenistan,2450084970.0,178200,44.8,female,3.37,6,1997
12540,75+ years,Turkmenistan,2450084970.0,33700,44.8,female,2.97,1,1997
12541,25-34 years,Turkmenistan,2450084970.0,371000,44.8,female,2.96,11,1997
12542,5-14 years,Turkmenistan,2450084970.0,614600,44.8,male,1.79,11,1997
12543,5-14 years,Turkmenistan,2450084970.0,592500,44.8,female,0.34,2,1997
12544,35-54 years,Turkmenistan,2605688065.0,405500,55.5,male,29.35,119,1998
12545,25-34 years,Turkmenistan,2605688065.0,363200,55.5,male,20.37,74,1998
12546,15-24 years,Turkmenistan,2605688065.0,463000,55.5,male,19.87,92,1998
12547,75+ years,Turkmenistan,2605688065.0,34200,55.5,female,17.54,6,1998
12548,55-74 years,Turkmenistan,2605688065.0,149300,55.5,male,13.4,20,1998
12549,75+ years,Turkmenistan,2605688065.0,15500,55.5,male,12.9,2,1998
12550,15-24 years,Turkmenistan,2605688065.0,454100,55.5,female,8.15,37,1998
12551,55-74 years,Turkmenistan,2605688065.0,175800,55.5,female,5.12,9,1998
12552,35-54 years,Turkmenistan,2605688065.0,425700,55.5,female,3.99,17,1998
12553,25-34 years,Turkmenistan,2605688065.0,374700,55.5,female,2.94,11,1998
12554,5-14 years,Turkmenistan,2605688065.0,630400,55.5,male,2.38,15,1998
12555,5-14 years,Turkmenistan,2605688065.0,607800,55.5,female,0.49,3,1998
12556,35-54 years,Turkmenistan,2450686660.0,406288,63.6,male,27.07,110,1999
12557,25-34 years,Turkmenistan,2450686660.0,346978,63.6,male,25.65,89,1999
12558,15-24 years,Turkmenistan,2450686660.0,446967,63.6,male,23.27,104,1999
12559,55-74 years,Turkmenistan,2450686660.0,145831,63.6,male,20.57,30,1999
12560,75+ years,Turkmenistan,2450686660.0,16368,63.6,male,12.22,2,1999
12561,15-24 years,Turkmenistan,2450686660.0,439155,63.6,female,8.43,37,1999
12562,25-34 years,Turkmenistan,2450686660.0,345599,63.6,female,8.1,28,1999
12563,75+ years,Turkmenistan,2450686660.0,38871,63.6,female,7.72,3,1999
12564,55-74 years,Turkmenistan,2450686660.0,176010,63.6,female,6.25,11,1999
12565,35-54 years,Turkmenistan,2450686660.0,450423,63.6,female,4.22,19,1999
12566,5-14 years,Turkmenistan,2450686660.0,579272,63.6,male,1.21,7,1999
12567,5-14 years,Turkmenistan,2450686660.0,566992,63.6,female,0.35,2,1999
12568,25-34 years,Turkmenistan,2904662605.0,352082,114.8,male,24.14,85,2000
12569,15-24 years,Turkmenistan,2904662605.0,456963,114.8,male,22.76,104,2000
12570,35-54 years,Turkmenistan,2904662605.0,423483,114.8,male,22.43,95,2000
12571,75+ years,Turkmenistan,2904662605.0,39919,114.8,female,12.53,5,2000
12572,55-74 years,Turkmenistan,2904662605.0,145282,114.8,male,11.01,16,2000
12573,15-24 years,Turkmenistan,2904662605.0,449090,114.8,female,7.13,32,2000
12574,25-34 years,Turkmenistan,2904662605.0,349192,114.8,female,6.3,22,2000
12575,35-54 years,Turkmenistan,2904662605.0,470349,114.8,female,2.55,12,2000
12576,55-74 years,Turkmenistan,2904662605.0,174919,114.8,female,1.72,3,2000
12577,5-14 years,Turkmenistan,2904662605.0,580294,114.8,male,1.21,7,2000
12578,5-14 years,Turkmenistan,2904662605.0,567906,114.8,female,0.35,2,2000
12579,75+ years,Turkmenistan,2904662605.0,16999,114.8,male,0.0,0,2000
12580,25-34 years,Turkmenistan,3534803922.0,357442,168.9,male,31.89,114,2001
12581,35-54 years,Turkmenistan,3534803922.0,440661,168.9,male,30.64,135,2001
12582,15-24 years,Turkmenistan,3534803922.0,467132,168.9,male,18.62,87,2001
12583,75+ years,Turkmenistan,3534803922.0,18881,168.9,male,15.89,3,2001
12584,55-74 years,Turkmenistan,3534803922.0,145142,168.9,male,15.16,22,2001
12585,15-24 years,Turkmenistan,3534803922.0,460455,168.9,female,7.17,33,2001
12586,25-34 years,Turkmenistan,3534803922.0,354216,168.9,female,6.21,22,2001
12587,55-74 years,Turkmenistan,3534803922.0,173382,168.9,female,3.46,6,2001
12588,35-54 years,Turkmenistan,3534803922.0,488694,168.9,female,2.86,14,2001
12589,5-14 years,Turkmenistan,3534803922.0,580096,168.9,male,1.03,6,2001
12590,5-14 years,Turkmenistan,3534803922.0,567589,168.9,female,0.53,3,2001
12591,75+ years,Turkmenistan,3534803922.0,42291,168.9,female,0.0,0,2001
12592,25-34 years,Turkmenistan,4461978499.0,361831,182.7,male,29.85,108,2002
12593,35-54 years,Turkmenistan,4461978499.0,455939,182.7,male,23.03,105,2002
12594,15-24 years,Turkmenistan,4461978499.0,476311,182.7,male,19.74,94,2002
12595,55-74 years,Turkmenistan,4461978499.0,144826,182.7,male,14.5,21,2002
12596,15-24 years,Turkmenistan,4461978499.0,470946,182.7,female,9.13,43,2002
12597,25-34 years,Turkmenistan,4461978499.0,359375,182.7,female,5.29,19,2002
